   3.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   1.02654      0.608251       1.10193      0.604075       1.10103      0.417577E-02  0.904797E-03   1.70511      0.636382      0.636138      0.464939      -.323062E-01   0.00000       0.00000      0.464892    
  0.109648E-03   1.19230      0.602678       1.08870      0.598205       1.08773      0.447370E-02  0.975734E-03   1.68593      0.628737      0.628474      0.459301      -.305326E-01   0.00000       0.00000      0.459252    
  0.120226E-03   1.34481      0.597136       1.07554      0.592329       1.07448      0.480701E-02  0.105658E-02   1.66681      0.621144      0.620858      0.453675      -.288144E-01   0.00000       0.00000      0.453625    
  0.131825E-03   1.49213      0.591612       1.06241      0.586455       1.06127      0.515674E-02  0.114214E-02   1.64773      0.613573      0.613263      0.448057      -.271176E-01   0.00000       0.00000      0.448007    
  0.144543E-03   1.63202      0.586114       1.04933      0.580584       1.04810      0.553001E-02  0.123446E-02   1.62868      0.606035      0.605700      0.442451      -.254516E-01   0.00000       0.00000      0.442399    
  0.158489E-03   1.76223      0.580662       1.03633      0.574722       1.03500      0.593973E-02  0.133751E-02   1.60972      0.598548      0.598183      0.436864      -.238253E-01   0.00000       0.00000      0.436812    
  0.173779E-03   1.88778      0.575236       1.02337      0.568867       1.02193      0.636868E-02  0.144631E-02   1.59079      0.591085      0.590691      0.431289      -.222180E-01   0.00000       0.00000      0.431236    
  0.190545E-03   2.00454      0.569864       1.01050      0.563027       1.00893      0.683688E-02  0.156697E-02   1.57196      0.583674      0.583246      0.425736      -.206467E-01   0.00000       0.00000      0.425682    
  0.208928E-03   2.11474      0.564543      0.997690      0.557203      0.995991      0.733996E-02  0.169845E-02   1.55319      0.576305      0.575842      0.420204      -.191022E-01   0.00000       0.00000      0.420150    
  0.229085E-03   2.22068      0.559255      0.984931      0.551390      0.983094      0.786585E-02  0.183703E-02   1.53448      0.568965      0.568463      0.414686      -.175751E-01   0.00000       0.00000      0.414631    
  0.251186E-03   2.31687      0.554059      0.972294      0.545606      0.970298      0.845323E-02  0.199520E-02   1.51590      0.561694      0.561150      0.409204      -.160881E-01   0.00000       0.00000      0.409149    
  0.275420E-03   2.40905      0.548908      0.959713      0.539838      0.957549      0.907070E-02  0.216322E-02   1.49739      0.554456      0.553866      0.403739      -.146178E-01   0.00000       0.00000      0.403684    
  0.301992E-03   2.49583      0.543818      0.947207      0.534090      0.944863      0.972861E-02  0.234450E-02   1.47895      0.547260      0.546621      0.398298      -.131699E-01   0.00000       0.00000      0.398242    
