   8317.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   80.7406       6.36119       9.06235       6.23614       8.93730      0.125055      0.125055       15.1734       3.30504       3.30504       3.30564       2.93110       2.32662       0.00000    
  0.109648E-03   77.8703       6.16834       8.78115       6.04057       8.65338      0.127769      0.127769       14.6940       3.20391       3.20391       3.20451       2.83667       2.24496       0.00000    
  0.120226E-03   75.0867       5.98061       8.50752       5.85007       8.37698      0.130542      0.130542       14.2270       3.10535       3.10535       3.10596       2.74472       2.16568       0.00000    
  0.131825E-03   72.3846       5.79773       8.24107       5.66435       8.10769      0.133377      0.133377       13.7720       3.00922       3.00922       3.00984       2.65513       2.08863       0.00000    
  0.144543E-03   69.7585       5.61941       7.98135       5.48313       7.84507      0.136280      0.136280       13.3282       2.91538       2.91538       2.91600       2.56775       2.01368       0.00000    
  0.158489E-03   67.2065       5.44557       7.72822       5.30632       7.58897      0.139252      0.139252       12.8953       2.82378       2.82378       2.82441       2.48254       1.94078       0.00000    
  0.173779E-03   64.7334       5.27644       7.48206       5.13416       7.33977      0.142288      0.142288       12.4739       2.73454       2.73454       2.73518       2.39961       1.87005       0.00000    
  0.190545E-03   62.3348       5.11181       7.24252       4.96642       7.09713      0.145393      0.145393       12.0635       2.64755       2.64755       2.64820       2.31886       1.80138       0.00000    
  0.208928E-03   60.0054       4.95140       7.00919       4.80282       6.86062      0.148572      0.148572       11.6634       2.56267       2.56267       2.56333       2.24015       1.73462       0.00000    
  0.229085E-03   57.7432       4.79509       6.78191       4.64327       6.63008      0.151828      0.151828       11.2733       2.47985       2.47985       2.48051       2.16342       1.66972       0.00000    
  0.251186E-03   55.5527       4.64315       6.56104       4.48799       6.40588      0.155155      0.155155       10.8939       2.39920       2.39920       2.39987       2.08879       1.60681       0.00000    
  0.275420E-03   53.4301       4.49535       6.34627       4.33679       6.18771      0.158558      0.158558       10.5245       2.32063       2.32063       2.32130       2.01617       1.54579       0.00000    
  0.301992E-03   51.3705       4.35146       6.13722       4.18941       5.97518      0.162043      0.162043       10.1646       2.24400       2.24400       2.24467       1.94542       1.48651       0.00000    
  0.331127E-03   49.3715       4.21134       5.93372       4.04573       5.76810      0.165612      0.165612       9.81383       2.16925       2.16925       2.16993       1.87648       1.42893       0.00000    
  0.363073E-03   47.4378       4.07525       5.73611       3.90599       5.56685      0.169260      0.169260       9.47283       2.09651       2.09651       2.09719       1.80948       1.37315       0.00000    
  0.398101E-03   45.5657       3.94298       5.54412       3.76999       5.37113      0.172992      0.172992       9.14112       2.02567       2.02567       2.02636       1.74432       1.31910       0.00000    
  0.436509E-03   43.7507       3.81433       5.35740       3.63751       5.18059      0.176812      0.176812       8.81810       1.95663       1.95663       1.95732       1.68089       1.26664       0.00000    
  0.478622E-03   41.9905       3.68915       5.17576       3.50843       4.99504      0.180725      0.180725       8.50346       1.88931       1.88931       1.89001       1.61911       1.21572       0.00000    
  0.524798E-03   40.2893       3.56768       4.99954       3.38295       4.81482      0.184725      0.184725       8.19777       1.82384       1.82384       1.82453       1.55911       1.16644       0.00000    
  0.575429E-03   38.6440       3.44974       4.82849       3.26093       4.63967      0.188815      0.188815       7.90060       1.76012       1.76012       1.76082       1.50081       1.11874       0.00000    
  0.630945E-03   37.0505       3.33514       4.66229       3.14214       4.46929      0.193002      0.193002       7.61143       1.69805       1.69805       1.69875       1.44409       1.07248       0.00000    
  0.691816E-03   35.5062       3.22374       4.50075       3.02645       4.30346      0.197289      0.197289       7.32991       1.63757       1.63757       1.63827       1.38888       1.02762       0.00000    
  0.758561E-03   34.0153       3.11575       4.34417       2.91408       4.14250      0.201671      0.201671       7.05658       1.57877       1.57877       1.57947       1.33531      0.984254       0.00000    
  0.831745E-03   32.5749       3.01103       4.19235       2.80488       3.98620      0.206150      0.206150       6.79108       1.52160       1.52160       1.52230       1.28328      0.942312       0.00000    
  0.911989E-03   31.1813       2.90939       4.04500       2.69865       3.83426      0.210733      0.210733       6.53292       1.46594       1.46594       1.46663       1.23272      0.901694       0.00000    
  0.999975E-03   29.8319       2.81069       3.90190       2.59527       3.68648      0.215422      0.215422       6.28175       1.41173       1.41173       1.41242       1.18354      0.862331       0.00000    
  0.109645E-02   28.5305       2.71513       3.76336       2.49492       3.54315      0.220214      0.220214       6.03807       1.35907       1.35907       1.35976       1.13585      0.824324       0.00000    
  0.120223E-02   27.2748       2.62259       3.62920       2.39748       3.40409      0.225110      0.225110       5.80157       1.30789       1.30789       1.30858       1.08959      0.787611       0.00000    
  0.131822E-02   26.0613       2.53289       3.49913       2.30278       3.26902      0.230113      0.230113       5.57180       1.25812       1.25812       1.25880       1.04466      0.752098       0.00000    
  0.144540E-02   24.8873       2.44590       3.37296       2.21068       3.13773      0.235226      0.235226       5.34841       1.20967       1.20967       1.21035       1.00101      0.717718       0.00000    
  0.158485E-02   23.7564       2.36180       3.25096       2.12135       3.01051      0.240448      0.240448       5.13186       1.16264       1.16264       1.16331      0.958713      0.684562       0.00000    
  0.173775E-02   22.6667       2.28048       3.13297       2.03470       2.88720      0.245778      0.245778       4.92189       1.11697       1.11697       1.11764      0.917726      0.652580       0.00000    
  0.190540E-02   21.6148       2.20177       3.01874       1.95056       2.76753      0.251217      0.251217       4.71808       1.07259       1.07259       1.07325      0.877964      0.621683       0.00000    
  0.208923E-02   20.5983       2.12555       2.90807       1.86879       2.65130      0.256765      0.256765       4.52009       1.02942       1.02942       1.03007      0.839364      0.591807       0.00000    
  0.229079E-02   19.6204       2.05198       2.80121       1.78956       2.53878      0.262425      0.262425       4.32834      0.987552      0.987552      0.988195      0.802005      0.563034       0.00000    
  0.251180E-02   18.6793       1.98098       2.69802       1.71278       2.42983      0.268194      0.268194       4.14261      0.946937      0.946937      0.947569      0.765847      0.535322       0.00000    
  0.275413E-02   17.7723       1.91237       2.59827       1.63831       2.32420      0.274066      0.274066       3.96251      0.907494      0.907494      0.908116      0.730811      0.508590       0.00000    
  0.301984E-02   16.8967       1.84604       2.50175       1.56600       2.22171      0.280040      0.280040       3.78770      0.869160      0.869160      0.869770      0.696836      0.482775       0.00000    
  0.331118E-02   16.0555       1.78213       2.40869       1.49600       2.12257      0.286123      0.286123       3.61858      0.832011      0.832011      0.832608      0.663993      0.457952       0.00000    
  0.363064E-02   15.2474       1.72057       2.31900       1.42826       2.02669      0.292309      0.292309       3.45495      0.796011      0.796011      0.796595      0.632250      0.434085       0.00000    
  0.398091E-02   14.4696       1.66120       2.23242       1.36262       1.93384      0.298585      0.298585       3.29646      0.761084      0.761084      0.761653      0.601535      0.411102       0.00000    
  0.436498E-02   13.7198       1.60389       2.14877       1.29895       1.84383      0.304942      0.304942       3.14278      0.727165      0.727165      0.727719      0.571787      0.388941       0.00000    
  0.478610E-02   13.0005       1.54880       2.06825       1.23740       1.75686      0.311399      0.311399       2.99425      0.694325      0.694325      0.694863      0.543072      0.367667       0.00000    
  0.524785E-02   12.3107       1.49584       1.99079       1.17790       1.67285      0.317942      0.317942       2.85074      0.662534      0.662534      0.663056      0.515362      0.347255       0.00000    
  0.575415E-02   11.6479       1.44486       1.91613       1.12031       1.59158      0.324549      0.324549       2.71190      0.631721      0.631721      0.632226      0.488593      0.327636       0.00000    
  0.630929E-02   11.0098       1.39573       1.84409       1.06453       1.51289      0.331201      0.331201       2.57741      0.601823      0.601823      0.602309      0.462705      0.308753       0.00000    
  0.691799E-02   10.3988       1.34859       1.77486       1.01066       1.43693      0.337927      0.337927       2.44759      0.572902      0.572902      0.573370      0.437756      0.290662       0.00000    
  0.758542E-02   9.81392       1.30337       1.70838      0.958663       1.36367      0.344711      0.344711       2.32233      0.544937      0.544937      0.545386      0.413727      0.273344       0.00000    
  0.831724E-02   9.25301       1.25993       1.64440      0.908415       1.29289      0.351512      0.351512       2.20130      0.517859      0.517859      0.518289      0.390556      0.256738       0.00000    
  0.911966E-02   8.71393       1.21809       1.58271      0.859796       1.22441      0.358297      0.358297       2.08421      0.491608      0.491608      0.492018      0.368189      0.240787       0.00000    
  0.999950E-02   8.19856       1.17802       1.52352      0.812912       1.15841      0.365112      0.365112       1.97132      0.466238      0.466238      0.466628      0.346673      0.225542       0.00000    
  0.109642E-01   7.70640       1.13967       1.46676      0.767734       1.09483      0.371936      0.371936       1.86256      0.441736      0.441736      0.442105      0.325998      0.210988       0.00000    
  0.120220E-01   7.23536       1.10285       1.41220      0.724144       1.03350      0.378706      0.378706       1.75764      0.418038      0.418038      0.418386      0.306106      0.197072       0.00000    
  0.131819E-01   6.78345       1.06740       1.35960      0.682033      0.974239      0.385366      0.385366       1.65627      0.395086      0.395086      0.395414      0.286947      0.183739       0.00000    
  0.144536E-01   6.35228       1.03347       1.30917      0.641486      0.917191      0.391983      0.391983       1.55868      0.372926      0.372926      0.373233      0.268560      0.171032       0.00000    
  0.158481E-01   5.94156       1.00102       1.26086      0.602490      0.862331      0.398532      0.398532       1.46482      0.351550      0.351550      0.351837      0.250940      0.158944       0.00000    
  0.173770E-01   5.54937      0.969865       1.21442      0.564942      0.809501      0.404923      0.404923       1.37444      0.330905      0.330905      0.331172      0.234037      0.147424       0.00000    
  0.190535E-01   5.17389      0.939816       1.16962      0.528743      0.758551      0.411073      0.411073       1.28729      0.310939      0.310939      0.311186      0.217804      0.136425       0.00000    
  0.208917E-01   4.81641      0.911024       1.12665      0.493957      0.709578      0.417067      0.417067       1.20353      0.291685      0.291685      0.291912      0.202272      0.125981       0.00000    
  0.229073E-01   4.47685      0.883466       1.08546      0.460584      0.662581      0.422882      0.422882       1.12317      0.273142      0.273142      0.273350      0.187442      0.116089       0.00000    
  0.251174E-01   4.15352      0.856940       1.04584      0.428543      0.617438      0.428397      0.428397       1.04598      0.255271      0.255271      0.255461      0.173272      0.106706       0.00000    
  0.275406E-01   3.84476      0.831252       1.00752      0.397756      0.574028      0.433496      0.433496      0.971784      0.238033      0.238033      0.238205      0.159722      0.977901E-01   0.00000    
  0.301976E-01   3.55153      0.806529      0.970677      0.368254      0.532401      0.438275      0.438275      0.900655      0.221441      0.221441      0.221595      0.146813      0.893653E-01   0.00000    
  0.331110E-01   3.27395      0.782776      0.935302      0.340052      0.492579      0.442723      0.442723      0.832631      0.205503      0.205503      0.205641      0.134549      0.814347E-01   0.00000    
  0.363055E-01   3.01062      0.759802      0.901187      0.313108      0.454493      0.446694      0.446694      0.767601      0.190204      0.190204      0.190326      0.122904      0.739629E-01   0.00000    
  0.398081E-01   2.76018      0.737423      0.868121      0.287379      0.418076      0.450045      0.450045      0.705454      0.175527      0.175527      0.175634      0.111852      0.669152E-01   0.00000    
  0.436487E-01   2.52336      0.715785      0.836261      0.262894      0.383370      0.452890      0.452890      0.646265      0.161482      0.161482      0.161576      0.101413      0.603131E-01   0.00000    
  0.478598E-01   2.30035      0.694883      0.805608      0.239656      0.350381      0.455227      0.455227      0.590038      0.148070      0.148070      0.148152      0.915859E-01  0.541593E-01   0.00000    
  0.524772E-01   2.08989      0.674471      0.775895      0.217613      0.319037      0.456857      0.456857      0.536651      0.135275      0.135275      0.135345      0.823382E-01  0.484173E-01   0.00000    
  0.575400E-01   1.89072      0.654301      0.746853      0.196715      0.289267      0.457586      0.457586      0.485983      0.123079      0.123079      0.123138      0.736365E-01  0.430508E-01   0.00000    
  0.630913E-01   1.70411      0.634411      0.718560      0.177054      0.261202      0.457357      0.457357      0.438256      0.111525      0.111525      0.111574      0.655293E-01  0.381034E-01   0.00000    
  0.691782E-01   1.52998      0.614891      0.691094      0.158607      0.234810      0.456284      0.456284      0.393417      0.100600      0.100600      0.100641      0.580075E-01  0.335698E-01   0.00000    
  0.758523E-01   1.36595      0.595647      0.664291      0.141202      0.209846      0.454445      0.454445      0.351048      0.902224E-01  0.902224E-01  0.902561E-01  0.509798E-01  0.293673E-01   0.00000    
  0.831703E-01   1.20961      0.576587      0.637985      0.124667      0.186065      0.451920      0.451920      0.310732      0.803121E-01  0.803121E-01  0.803390E-01  0.443551E-01  0.254135E-01   0.00000    
  0.911943E-01   1.06701      0.557984      0.612694      0.109682      0.164392      0.448302      0.448302      0.274075      0.712312E-01  0.712312E-01  0.712525E-01  0.384512E-01  0.219085E-01   0.00000    
  0.999925E-01  0.937735      0.539476      0.588021      0.961281E-01  0.144674      0.443348      0.443348      0.240802      0.629138E-01  0.629138E-01  0.629304E-01  0.332143E-01  0.188297E-01   0.00000    
  0.109639      0.817103      0.520573      0.563289      0.834601E-01  0.126175      0.437113      0.437113      0.209636      0.550733E-01  0.550733E-01  0.550861E-01  0.283868E-01  0.160160E-01   0.00000    
  0.120217      0.706410      0.501379      0.538643      0.718415E-01  0.109106      0.429537      0.429537      0.180947      0.477960E-01  0.477960E-01  0.478056E-01  0.240455E-01  0.135041E-01   0.00000    
