* Theory file for HERA1+2 NCep 460
&Data 
   Name = "Theory for HERA1+2 NCep 460"
   NData =   204
   NColumn =    60
   ColumnType = 3*"Bin","Theory", 56*"Error"
   ColumnName = "Q2","x","y","theory","PDF_nuisance_param_01+","PDF_nuisance_param_01-","PDF_nuisance_param_02+","PDF_nuisance_param_02-","PDF_nuisance_param_03+","PDF_nuisance_param_03-","PDF_nuisance_param_04+","PDF_nuisance_param_04-","PDF_nuisance_param_05+","PDF_nuisance_param_05-","PDF_nuisance_param_06+","PDF_nuisance_param_06-","PDF_nuisance_param_07+","PDF_nuisance_param_07-","PDF_nuisance_param_08+","PDF_nuisance_param_08-","PDF_nuisance_param_09+","PDF_nuisance_param_09-","PDF_nuisance_param_10+","PDF_nuisance_param_10-","PDF_nuisance_param_11+","PDF_nuisance_param_11-","PDF_nuisance_param_12+","PDF_nuisance_param_12-","PDF_nuisance_param_13+","PDF_nuisance_param_13-","PDF_nuisance_param_14+","PDF_nuisance_param_14-","PDF_nuisance_param_15+","PDF_nuisance_param_15-","PDF_nuisance_param_16+","PDF_nuisance_param_16-","PDF_nuisance_param_17+","PDF_nuisance_param_17-","PDF_nuisance_param_18+","PDF_nuisance_param_18-","PDF_nuisance_param_19+","PDF_nuisance_param_19-","PDF_nuisance_param_20+","PDF_nuisance_param_20-","PDF_nuisance_param_21+","PDF_nuisance_param_21-","PDF_nuisance_param_22+","PDF_nuisance_param_22-","PDF_nuisance_param_23+","PDF_nuisance_param_23-","PDF_nuisance_param_24+","PDF_nuisance_param_24-","PDF_nuisance_param_25+","PDF_nuisance_param_25-","PDF_nuisance_param_26+","PDF_nuisance_param_26-","PDF_nuisance_param_27+","PDF_nuisance_param_27-","PDF_nuisance_param_28+","PDF_nuisance_param_28-"
   Percent =  56*True
&End 
  0.350000E+01  0.812000E-04  0.851850E+00  0.887790E+00  0.774292E+00  0.283417E+00  0.138977E+01  0.257458E+01  0.453668E+00  0.710453E+00  0.770103E+01  0.510335E+00 -0.146106E+01  0.341551E+01  0.210670E+01 -0.593807E+00 -0.479158E+00 -0.658241E+00 -0.503732E+00 -0.197150E+00  0.184105E+01 -0.230358E+01  0.274038E+01 -0.253798E+01  0.439346E+01 -0.711154E+01  0.216602E+01 -0.234560E+01 -0.222929E+00  0.349958E+00  0.145607E+01 -0.207701E+01  0.716665E+00 -0.261866E+00  0.153869E+00 -0.201521E+00  0.792762E+00 -0.197686E+01 -0.357175E+00  0.501786E+00 -0.724854E+00  0.135504E+00 -0.798497E+00 -0.799027E+00  0.952443E+00 -0.828366E+00  0.639285E+00  0.174195E+01  0.379119E+01  0.271118E+01 -0.161399E+01  0.684519E+00  0.104976E+01  0.151951E+01 -0.203414E+01 -0.155477E+01 -0.243653E+02  0.229917E+01  0.348980E+01 -0.425559E+01
  0.350000E+01  0.921000E-04  0.751030E+00  0.895559E+00  0.753692E+00  0.296190E+00  0.155889E+01  0.243688E+01  0.475892E+00  0.665662E+00  0.725539E+01  0.732964E+00 -0.138416E+01  0.323195E+01  0.187490E+01 -0.450546E+00 -0.452942E+00 -0.671578E+00 -0.461102E+00 -0.215249E+00  0.184189E+01 -0.229847E+01  0.256171E+01 -0.237164E+01  0.409101E+01 -0.664546E+01  0.207378E+01 -0.225311E+01 -0.172998E+00  0.311142E+00  0.136613E+01 -0.195732E+01  0.604561E+00 -0.223738E+00  0.151890E+00 -0.198640E+00  0.631750E+00 -0.163673E+01 -0.500018E+00  0.634686E+00 -0.660573E+00  0.542493E-01 -0.790844E+00 -0.780429E+00  0.929872E+00 -0.807348E+00  0.570447E+00  0.171550E+01  0.344216E+01  0.279171E+01 -0.152783E+01  0.641792E+00  0.110018E+01  0.139223E+01 -0.199186E+01 -0.154283E+01 -0.178096E+02  0.218112E+01  0.275141E+01 -0.356871E+01
  0.350000E+01  0.106200E-03  0.651320E+00  0.893619E+00  0.736159E+00  0.308717E+00  0.174923E+01  0.228160E+01  0.493019E+00  0.627389E+00  0.684010E+01  0.943685E+00 -0.130846E+01  0.305672E+01  0.164537E+01 -0.308949E+00 -0.412875E+00 -0.697195E+00 -0.417681E+00 -0.235103E+00  0.185325E+01 -0.230646E+01  0.238913E+01 -0.221132E+01  0.379355E+01 -0.618826E+01  0.198296E+01 -0.216317E+01 -0.975411E-01  0.249272E+00  0.127682E+01 -0.183950E+01  0.483514E+00 -0.182940E+00  0.152128E+00 -0.198844E+00  0.453244E+00 -0.126133E+01 -0.671615E+00  0.796143E+00 -0.593368E+00 -0.353212E-01 -0.785176E+00 -0.766076E+00  0.909534E+00 -0.788342E+00  0.515688E+00  0.168128E+01  0.310982E+01  0.288000E+01 -0.146242E+01  0.605273E+00  0.115809E+01  0.124719E+01 -0.195553E+01 -0.153993E+01 -0.130032E+02  0.207056E+01  0.204406E+01 -0.286962E+01
  0.350000E+01  0.140900E-03  0.490920E+00  0.867446E+00  0.713169E+00  0.328409E+00  0.212448E+01  0.197118E+01  0.506145E+00  0.578368E+00  0.619905E+01  0.126473E+01 -0.118341E+01  0.277648E+01  0.125786E+01 -0.714368E-01 -0.314993E+00 -0.766924E+00 -0.339789E+00 -0.273264E+00  0.189700E+01 -0.234893E+01  0.210665E+01 -0.195099E+01  0.328944E+01 -0.541433E+01  0.182617E+01 -0.200979E+01  0.100769E+00  0.821447E-01  0.111997E+01 -0.163444E+01  0.247980E+00 -0.103249E+00  0.157872E+00 -0.206079E+00  0.102000E+00 -0.523723E+00 -0.103476E+01  0.114188E+01 -0.467687E+00 -0.212307E+00 -0.780128E+00 -0.749767E+00  0.882244E+00 -0.762883E+00  0.465366E+00  0.158637E+01  0.258520E+01  0.303143E+01 -0.140417E+01  0.564207E+00  0.127208E+01  0.956870E+00 -0.190576E+01 -0.155531E+01 -0.806104E+01  0.190008E+01  0.932785E+00 -0.165752E+01
  0.500000E+01  0.116000E-03  0.851850E+00  0.945090E+00  0.666277E+00  0.308562E+00  0.161053E+01  0.238559E+01  0.579808E+00  0.437162E+00  0.566178E+01  0.140042E+01 -0.125900E+01  0.272698E+01  0.106877E+01  0.360677E-01 -0.695543E+00 -0.473661E+00 -0.466286E+00 -0.122026E+00  0.174052E+01 -0.215491E+01  0.195952E+01 -0.181838E+01  0.314328E+01 -0.513229E+01  0.177160E+01 -0.194789E+01 -0.406919E+00  0.555493E+00  0.106198E+01 -0.154545E+01  0.290875E+00 -0.117255E+00  0.855026E-01 -0.111738E+00  0.393717E+00 -0.110950E+01 -0.444438E+00  0.557617E+00 -0.482295E+00 -0.146229E+00 -0.782816E+00 -0.668097E+00  0.885834E+00 -0.788266E+00  0.319625E+00  0.145509E+01  0.257153E+01  0.260773E+01 -0.115556E+01  0.655558E+00  0.117933E+01  0.132008E+01 -0.181064E+01 -0.141202E+01 -0.106402E+02  0.104889E+01  0.156831E+01 -0.226261E+01
  0.500000E+01  0.131500E-03  0.751440E+00  0.952861E+00  0.648166E+00  0.317546E+00  0.169681E+01  0.231855E+01  0.587770E+00  0.402343E+00  0.528711E+01  0.158164E+01 -0.119616E+01  0.257261E+01  0.866284E+00  0.162532E+00 -0.679519E+00 -0.480625E+00 -0.433877E+00 -0.131680E+00  0.173786E+01 -0.214648E+01  0.180717E+01 -0.167531E+01  0.288785E+01 -0.472918E+01  0.169215E+01 -0.186841E+01 -0.369513E+00  0.529481E+00  0.980737E+00 -0.143754E+01  0.190884E+00 -0.833608E-01  0.804094E-01 -0.104837E+00  0.265883E+00 -0.835605E+00 -0.550824E+00  0.657022E+00 -0.429037E+00 -0.213520E+00 -0.781379E+00 -0.647361E+00  0.870534E+00 -0.775874E+00  0.275102E+00  0.140417E+01  0.231786E+01  0.263080E+01 -0.107178E+01  0.621230E+00  0.119778E+01  0.127385E+01 -0.177595E+01 -0.139658E+01 -0.738778E+01  0.846260E+00  0.112383E+01 -0.176700E+01
  0.500000E+01  0.143000E-03  0.691010E+00  0.952821E+00  0.638388E+00  0.322872E+00  0.176076E+01  0.226625E+01  0.589554E+00  0.384559E+00  0.507564E+01  0.168143E+01 -0.116012E+01  0.248448E+01  0.747707E+00  0.235846E+00 -0.665188E+00 -0.488877E+00 -0.412418E+00 -0.139579E+00  0.174026E+01 -0.214615E+01  0.171889E+01 -0.159291E+01  0.273583E+01 -0.448968E+01  0.164355E+01 -0.182019E+01 -0.334263E+00  0.502224E+00  0.931049E+00 -0.137177E+01  0.125938E+00 -0.613977E-01  0.785422E-01 -0.102244E+00  0.180765E+00 -0.653557E+00 -0.627674E+00  0.729651E+00 -0.394740E+00 -0.258625E+00 -0.780916E+00 -0.636546E+00  0.862936E+00 -0.769885E+00  0.256756E+00  0.136686E+01  0.217219E+01  0.264527E+01 -0.103268E+01  0.605145E+00  0.121286E+01  0.123370E+01 -0.175708E+01 -0.139095E+01 -0.589284E+01  0.733410E+00  0.866003E+00 -0.146393E+01
  0.500000E+01  0.151700E-03  0.651380E+00  0.950678E+00  0.632393E+00  0.326339E+00  0.180830E+01  0.222612E+01  0.589425E+00  0.374062E+00  0.494159E+01  0.174312E+01 -0.113704E+01  0.242815E+01  0.670658E+00  0.283053E+00 -0.653723E+00 -0.496040E+00 -0.397418E+00 -0.145635E+00  0.174355E+01 -0.214797E+01  0.166194E+01 -0.154003E+01  0.263590E+01 -0.433249E+01  0.161094E+01 -0.178800E+01 -0.305011E+00  0.478809E+00  0.897730E+00 -0.132778E+01  0.808081E-01 -0.461407E-01  0.778228E-01 -0.101212E+00  0.120911E+00 -0.525695E+00 -0.683993E+00  0.783163E+00 -0.371112E+00 -0.290410E+00 -0.780807E+00 -0.630068E+00  0.858655E+00 -0.766655E+00  0.248359E+00  0.133898E+01  0.207865E+01  0.265476E+01 -0.101188E+01  0.596586E+00  0.122454E+01  0.120147E+01 -0.174542E+01 -0.138884E+01 -0.508185E+01  0.662125E+00  0.699106E+00 -0.126172E+01
  0.500000E+01  0.201300E-03  0.490880E+00  0.923208E+00  0.610896E+00  0.339598E+00  0.205270E+01  0.200650E+01  0.573250E+00  0.341380E+00  0.442817E+01  0.195648E+01 -0.104765E+01  0.220776E+01  0.358668E+00  0.469261E+00 -0.589079E+00 -0.540540E+00 -0.325868E+00 -0.178945E+00  0.177115E+01 -0.217262E+01  0.143431E+01 -0.133202E+01  0.221683E+01 -0.367482E+01  0.146569E+01 -0.164613E+01 -0.121700E+00  0.325729E+00  0.749284E+00 -0.113369E+01 -0.133330E+00  0.263682E-01  0.795565E-01 -0.103240E+00 -0.166321E+00  0.858522E-01 -0.971854E+00  0.105862E+01 -0.261681E+00 -0.444012E+00 -0.782654E+00 -0.607484E+00  0.848718E+00 -0.761828E+00  0.252587E+00  0.118110E+01  0.171208E+01  0.268172E+01 -0.972440E+00  0.582059E+00  0.128521E+01  0.101718E+01 -0.170275E+01 -0.139388E+01 -0.295208E+01  0.436089E+00  0.473067E-01 -0.405282E+00
  0.650000E+01  0.150900E-03  0.851280E+00  0.986854E+00  0.597898E+00  0.319834E+00  0.169168E+01  0.227780E+01  0.625033E+00  0.284267E+00  0.448486E+01  0.184476E+01 -0.116151E+01  0.233856E+01  0.489192E+00  0.378831E+00 -0.849892E+00 -0.339947E+00 -0.431676E+00 -0.816497E-01  0.165720E+01 -0.203813E+01  0.151310E+01 -0.140926E+01  0.240611E+01 -0.395234E+01  0.151609E+01 -0.168970E+01 -0.505026E+00  0.666824E+00  0.810468E+00 -0.120584E+01  0.260316E-01 -0.271090E-01  0.443498E-01 -0.578087E-01  0.163503E+00 -0.600579E+00 -0.472797E+00  0.569052E+00 -0.327285E+00 -0.324311E+00 -0.771870E+00 -0.582439E+00  0.855874E+00 -0.776561E+00  0.183834E+00  0.120521E+01  0.191021E+01  0.244259E+01 -0.904555E+00  0.661016E+00  0.122274E+01  0.122418E+01 -0.166807E+01 -0.131478E+01 -0.543395E+01  0.301262E+00  0.705839E+00 -0.122079E+01
