   5.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   4.48037      0.918350       1.41157      0.913226       1.41022      0.512361E-02  0.134628E-02   2.32345      0.791964      0.791685      0.618623      0.121262       0.00000       0.00000      0.618538    
  0.109648E-03   4.60064      0.907443       1.39285      0.901967       1.39140      0.547528E-02  0.144347E-02   2.29337      0.781538      0.781236      0.610254      0.120429       0.00000       0.00000      0.610167    
  0.120226E-03   4.70561      0.896519       1.37415      0.890652       1.37260      0.586713E-02  0.155320E-02   2.26325      0.771142      0.770814      0.601876      0.119510       0.00000       0.00000      0.601787    
  0.131825E-03   4.80464      0.885601       1.35549      0.879323       1.35382      0.627757E-02  0.166886E-02   2.23314      0.760764      0.760408      0.593499      0.118560       0.00000       0.00000      0.593409    
  0.144543E-03   4.89516      0.874690       1.33685      0.867976       1.33506      0.671463E-02  0.179299E-02   2.20303      0.750410      0.750025      0.585125      0.117565       0.00000       0.00000      0.585034    
  0.158489E-03   4.97466      0.863813       1.31829      0.856620       1.31636      0.719278E-02  0.193050E-02   2.17298      0.740102      0.739683      0.576764      0.116518       0.00000       0.00000      0.576672    
  0.173779E-03   5.04888      0.852957       1.29976      0.845265       1.29768      0.769254E-02  0.207512E-02   2.14295      0.729817      0.729364      0.568414      0.115448       0.00000       0.00000      0.568320    
  0.190545E-03   5.11319      0.842155       1.28132      0.833919       1.27908      0.823638E-02  0.223440E-02   2.11300      0.719584      0.719093      0.560085      0.114335       0.00000       0.00000      0.559990    
  0.208928E-03   5.17013      0.831410       1.26296      0.822590       1.26055      0.881922E-02  0.240695E-02   2.08314      0.709397      0.708866      0.551780      0.113193       0.00000       0.00000      0.551685    
  0.229085E-03   5.22232      0.820702       1.24465      0.811275       1.24206      0.942757E-02  0.258817E-02   2.05334      0.699241      0.698666      0.543491      0.112034       0.00000       0.00000      0.543395    
  0.251186E-03   5.26368      0.810109       1.22649      0.800005       1.22370      0.101044E-01  0.279323E-02   2.02370      0.689167      0.688543      0.535249      0.110838       0.00000       0.00000      0.535152    
