   8317.00000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   64.9715       5.38640       7.91129       5.37171       7.90589      0.146942E-01  0.540100E-02   13.2776       3.14449       3.14273       2.87873       2.22722       1.88465       0.00000       2.87852    
  0.109648E-03   62.9770       5.25463       7.71301       5.23907       7.70728      0.155639E-01  0.573389E-02   12.9463       3.07205       3.07017       2.80950       2.16702       1.82781       0.00000       2.80930    
  0.120226E-03   61.0385       5.12517       7.51852       5.10865       7.51242      0.165169E-01  0.610166E-02   12.6211       3.00078       2.99877       2.74139       2.10787       1.77246       0.00000       2.74118    
  0.131825E-03   59.1237       4.99675       7.32569       4.97925       7.31921      0.175075E-01  0.648547E-02   12.2985       2.93004       2.92789       2.67378       2.04920       1.71775       0.00000       2.67357    
  0.144543E-03   57.2428       4.86983       7.13527       4.85128       7.12837      0.185523E-01  0.689223E-02   11.9797       2.86006       2.85776       2.60688       1.99122       1.66394       0.00000       2.60668    
  0.158489E-03   55.4094       4.74512       6.94832       4.72544       6.94099      0.196787E-01  0.733420E-02   11.6664       2.79119       2.78873       2.54105       1.93425       1.61142       0.00000       2.54084    
  0.173779E-03   53.5998       4.62154       6.76314       4.60070       6.75535      0.208476E-01  0.779462E-02   11.3560       2.72289       2.72026       2.47576       1.87781       1.55953       0.00000       2.47556    
  0.190545E-03   51.8363       4.50022       6.58145       4.47812       6.57316      0.221023E-01  0.829256E-02   11.0513       2.65572       2.65291       2.41156       1.82240       1.50890       0.00000       2.41135    
  0.208928E-03   50.1096       4.38077       6.40262       4.35733       6.39380      0.234313E-01  0.882346E-02   10.7511       2.58948       2.58648       2.34825       1.76786       1.45927       0.00000       2.34804    
  0.229085E-03   48.4068       4.26253       6.22565       4.23772       6.21627      0.248089E-01  0.937592E-02   10.4540       2.52385       2.52065       2.28552       1.71387       1.41030       0.00000       2.28532    
  0.251186E-03   46.7621       4.14735       6.05328       4.12103       6.04330      0.263142E-01  0.998590E-02   10.1643       2.45974       2.45632       2.22426       1.66129       1.36292       0.00000       2.22406    
  0.275420E-03   45.1427       4.03354       5.88298       4.00566       5.87236      0.278803E-01  0.106237E-01   9.87802       2.39632       2.39266       2.16366       1.60935       1.31623       0.00000       2.16346    
  0.301992E-03   43.5574       3.92159       5.71544       3.89206       5.70414      0.295283E-01  0.112990E-01   9.59620       2.33381       2.32991       2.10394       1.55825       1.27048       0.00000       2.10374    
  0.331127E-03   42.0211       3.81237       5.55195       3.78107       5.53991      0.313053E-01  0.120342E-01   9.32098       2.27266       2.26850       2.04552       1.50841       1.22609       0.00000       2.04533    
  0.363073E-03   40.5085       3.70450       5.39044       3.67135       5.37764      0.331483E-01  0.128004E-01   9.04899       2.21217       2.20773       1.98774       1.45919       1.18235       0.00000       1.98756    
  0.398101E-03   39.0409       3.59921       5.23271       3.56409       5.21908      0.351213E-01  0.136281E-01   8.78317       2.15295       2.14821       1.93119       1.41114       1.13986       0.00000       1.93101    
  0.436509E-03   37.6102       3.49609       5.07814       3.45888       5.06363      0.372116E-01  0.145121E-01   8.52251       2.09479       2.08974       1.87567       1.36409       1.09839       0.00000       1.87550    
  0.478622E-03   36.2029       3.39435       4.92557       3.35497       4.91014      0.393768E-01  0.154323E-01   8.26511       2.03730       2.03193       1.82079       1.31767       1.05758       0.00000       1.82063    
  0.524798E-03   34.8506       3.29592       4.77777       3.25418       4.76132      0.417349E-01  0.164467E-01   8.01551       1.98143       1.97570       1.76748       1.27275       1.01831       0.00000       1.76732    
  0.575429E-03   33.5234       3.19902       4.63216       3.15483       4.61466      0.441893E-01  0.175091E-01   7.76949       1.92630       1.92019       1.71488       1.22853      0.979732       0.00000       1.71473    
  0.630945E-03   32.2277       3.10406       4.48932       3.05730       4.47069      0.467653E-01  0.186321E-01   7.52799       1.87211       1.86561       1.66319       1.18518      0.942039       0.00000       1.66305    
  0.691816E-03   30.9790       3.01204       4.35066       2.96250       4.33080      0.495412E-01  0.198563E-01   7.29330       1.81933       1.81240       1.61287       1.14316      0.905665       0.00000       1.61273    
  0.758561E-03   29.7523       2.92142       4.21397       2.86901       4.19283      0.524173E-01  0.211320E-01   7.06184       1.76723       1.75985       1.56319       1.10178      0.869913       0.00000       1.56307    
  0.831745E-03   28.5667       2.83342       4.08096       2.77794       4.05845      0.554861E-01  0.225072E-01   6.83639       1.71638       1.70852       1.51473       1.06156      0.835315       0.00000       1.51462    
  0.911989E-03   27.4159       2.74769       3.95111       2.68895       3.92713      0.587356E-01  0.239774E-01   6.61608       1.66659       1.65823       1.46730       1.02236      0.801698       0.00000       1.46720    
  0.999975E-03   26.2866       2.66335       3.82321       2.60125       3.79770      0.620981E-01  0.255074E-01   6.39895       1.61747       1.60859       1.42052      0.983777      0.768686       0.00000       1.42043    
  0.109645E-02   25.2066       2.58228       3.69984       2.51653       3.67265      0.657440E-01  0.271894E-01   6.18918       1.56989       1.56043       1.37522      0.946646      0.737072       0.00000       1.37514    
  0.120223E-02   24.1500       2.50278       3.57862       2.43324       3.54967      0.695378E-01  0.289524E-01   5.98291       1.52304       1.51299       1.33062      0.910206      0.706118       0.00000       1.33056    
  0.131822E-02   23.1210       2.42515       3.45996       2.35164       3.42915      0.735071E-01  0.308114E-01   5.78079       1.47705       1.46638       1.28687      0.874588      0.675948       0.00000       1.28682    
  0.144540E-02   22.1349       2.35044       3.34529       2.27267       3.31246      0.777759E-01  0.328378E-01   5.58512       1.43242       1.42107       1.24443      0.840250      0.646992       0.00000       1.24439    
  0.158485E-02   21.1684       2.27710       3.23247       2.19491       3.19752      0.821918E-01  0.349476E-01   5.39243       1.38840       1.37636       1.20258      0.806504      0.618596       0.00000       1.20256    
  0.173775E-02   20.2375       2.20624       3.12300       2.11936       3.08578      0.868832E-01  0.372144E-01   5.20514       1.34552       1.33274       1.16183      0.773835      0.591213       0.00000       1.16183    
  0.190540E-02   19.3379       2.13760       3.01649       2.04576       2.97686      0.918416E-01  0.396369E-01   5.02261       1.30364       1.29007       1.12205      0.742119      0.564723       0.00000       1.12206    
  0.208923E-02   18.4573       2.07029       2.91178       1.97333       2.86962      0.969634E-01  0.421551E-01   4.84295       1.26235       1.24798       1.08284      0.710977      0.538770       0.00000       1.08288    
  0.229079E-02   17.6190       2.00604       2.81111       1.90356       2.76620      0.102484      0.449105E-01   4.66976       1.22242       1.20717       1.04495      0.681136      0.514029       0.00000       1.04500    
  0.251180E-02   16.8016       1.94332       2.71246       1.83510       2.66466      0.108220      0.477973E-01   4.49976       1.18316       1.16700       1.00771      0.651939      0.489885       0.00000       1.00777    
  0.275413E-02   16.0075       1.88230       2.61605       1.76810       2.56521      0.114196      0.508307E-01   4.33332       1.14464       1.12754      0.971183      0.623461      0.466408       0.00000      0.971267    
  0.301984E-02   15.2509       1.82406       2.52326       1.70346       2.46913      0.120596      0.541285E-01   4.17259       1.10732       1.08921      0.935819      0.596144      0.444004       0.00000      0.935921    
  0.331118E-02   14.5111       1.76708       2.43211       1.63988       2.37455      0.127200      0.575549E-01   4.01444       1.07053       1.05138      0.900976      0.569351      0.422083       0.00000      0.901096    
  0.363064E-02   13.8010       1.71235       2.34387       1.57818       2.28265      0.134172      0.612170E-01   3.86083       1.03469       1.01444      0.867055      0.543487      0.401018       0.00000      0.867193    
  0.398091E-02   13.1182       1.65970       2.25830       1.51819       2.19318      0.141511      0.651194E-01   3.71137      0.999717      0.978311      0.833974      0.518475      0.380735       0.00000      0.834130    
  0.436498E-02   12.4513       1.60828       2.17429       1.45921       2.10513      0.149070      0.691660E-01   3.56434      0.965247      0.942656      0.801385      0.493963      0.360911       0.00000      0.801560    
  0.478610E-02   11.8195       1.55959       2.09377       1.40245       2.02021      0.157144      0.735586E-01   3.42266      0.931889      0.908036      0.769881      0.470557      0.342102       0.00000      0.770074    
  0.524785E-02   11.2057       1.51232       2.01505       1.34682       1.93690      0.165504      0.781482E-01   3.28372      0.899096      0.873942      0.738931      0.447721      0.323815       0.00000      0.739142    
  0.575415E-02   10.6109       1.46655       1.93821       1.29238       1.85527      0.174164      0.829444E-01   3.14765      0.866897      0.840400      0.708564      0.425484      0.306075       0.00000      0.708792    
  0.630929E-02   10.0477       1.42330       1.86456       1.23994       1.77644      0.183362      0.881220E-01   3.01638      0.835684      0.807771      0.679168      0.404253      0.289255       0.00000      0.679413    
  0.691799E-02   9.49835       1.38117       1.79232       1.18837       1.69884      0.192808      0.934785E-01   2.88721      0.804900      0.775540      0.650198      0.383465      0.272840       0.00000      0.650460    
  0.758542E-02   8.97308       1.34099       1.72252       1.13830       1.62337      0.202689      0.991526E-01   2.76167      0.774859      0.743997      0.621966      0.363445      0.257126       0.00000      0.622243    
  0.831724E-02   8.47058       1.30268       1.65505       1.08967       1.54990      0.213006      0.105154       2.63957      0.745514      0.713099      0.594431      0.344158      0.242079       0.00000      0.594723    
  0.911966E-02   7.97962       1.26533       1.58879       1.04176       1.47745      0.223566      0.111338       2.51921      0.716519      0.682522      0.567247      0.325243      0.227372       0.00000      0.567553    
  0.999950E-02   7.50346       1.22938       1.52414      0.994765       1.40625      0.234611      0.117892       2.40101      0.687954      0.652320      0.540497      0.306811      0.213108       0.00000      0.540817    
  0.109642E-01   7.04652       1.19491       1.46144      0.948975       1.33677      0.245935      0.124669       2.28574      0.659976      0.622682      0.514348      0.288999      0.199407       0.00000      0.514680    
  0.120220E-01   6.61883       1.16277       1.40175      0.905020       1.26991      0.257747      0.131840       2.17493      0.632882      0.593888      0.489109      0.272138      0.186568       0.00000      0.489452    
  0.131819E-01   6.20988       1.13218       1.34405      0.862238       1.20472      0.269946      0.139332       2.06696      0.606343      0.565624      0.464455      0.255895      0.174288       0.00000      0.464807    
  0.144536E-01   5.81891       1.10310       1.28828      0.820583       1.14115      0.282513      0.147137       1.96173      0.580333      0.537873      0.440365      0.240250      0.162549       0.00000      0.440725    
  0.158481E-01   5.44413       1.07535       1.23427      0.779945       1.07905      0.295402      0.155223       1.85899      0.554797      0.510589      0.416792      0.225148      0.151299       0.00000      0.417159    
  0.173770E-01   5.08510       1.04890       1.18198      0.740301       1.01840      0.308594      0.163581       1.75870      0.529721      0.483768      0.393729      0.210580      0.140527       0.00000      0.394100    
  0.190535E-01   4.74283       1.02381       1.13153      0.701721      0.959314      0.322088      0.172218       1.66103      0.505134      0.457451      0.371219      0.196587      0.130269       0.00000      0.371594    
  0.208917E-01   4.41642      0.999993       1.08285      0.664154      0.901752      0.335839      0.181103       1.56591      0.481010      0.431628      0.349247      0.183144      0.120501       0.00000      0.349623    
