   6464.00000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   78.0764       6.36558       9.07511       6.35144       9.06987      0.141461E-01  0.523799E-02   15.4213       3.47849       3.47775       3.31912       2.87294       2.27321       0.00000       3.31891    
  0.109648E-03   75.3350       6.16992       8.79252       6.15493       8.78696      0.149891E-01  0.556169E-02   14.9419       3.37571       3.37491       3.21824       2.77922       2.19401       0.00000       3.21804    
  0.120226E-03   72.7083       5.98151       8.52046       5.96560       8.51454      0.159136E-01  0.591947E-02   14.4801       3.27657       3.27571       3.12097       2.68903       2.11807       0.00000       3.12077    
  0.131825E-03   70.1279       5.79605       8.25268       5.77918       8.24639      0.168750E-01  0.629294E-02   14.0256       3.17891       3.17799       3.02517       2.60027       2.04344       0.00000       3.02496    
  0.144543E-03   67.6138       5.61481       7.99102       5.59692       7.98433      0.178892E-01  0.668887E-02   13.5813       3.08337       3.08238       2.93147       2.51355       1.97070       0.00000       2.93126    
  0.158489E-03   65.1889       5.43931       7.73765       5.42032       7.73053      0.189836E-01  0.711924E-02   13.1509       2.99070       2.98964       2.84061       2.42962       1.90049       0.00000       2.84040    
  0.173779E-03   62.8074       5.26661       7.48832       5.24649       7.48075      0.201196E-01  0.756769E-02   12.7272       2.89944       2.89830       2.75114       2.34705       1.83153       0.00000       2.75093    
  0.190545E-03   60.5093       5.09930       7.24677       5.07796       7.23872      0.213398E-01  0.805288E-02   12.3167       2.81088       2.80965       2.66435       2.26709       1.76493       0.00000       2.66414    
  0.208928E-03   58.2752       4.93619       7.01124       4.91356       7.00267      0.226331E-01  0.857039E-02   11.9162       2.72441       2.72309       2.57963       2.18915       1.70016       0.00000       2.57942    
  0.229085E-03   56.0827       4.77579       6.77962       4.75182       6.77051      0.239740E-01  0.910904E-02   11.5223       2.63930       2.63789       2.49625       2.11252       1.63657       0.00000       2.49605    
  0.251186E-03   53.9881       4.62185       6.55724       4.59641       6.54753      0.254404E-01  0.970412E-02   11.1439       2.55741       2.55590       2.41606       2.03899       1.57578       0.00000       2.41586    
