   8317.00000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   80.9768       6.57709       9.39147       6.56265       9.38619      0.144418E-01  0.528525E-02   15.9488       3.57844       3.57768       3.42283       2.98421       2.38587       0.00000       3.42263    
  0.109648E-03   78.0979       6.37278       9.09587       6.35748       9.09026      0.153006E-01  0.561145E-02   15.4477       3.47144       3.47063       3.31768       2.88605       2.30216       0.00000       3.31747    
  0.120226E-03   75.3420       6.17618       8.81147       6.15994       8.80550      0.162421E-01  0.597195E-02   14.9654       3.36830       3.36743       3.21634       2.79164       2.22193       0.00000       3.21613    
  0.131825E-03   72.6357       5.98271       8.53161       5.96548       8.52527      0.172210E-01  0.634824E-02   14.4907       3.26673       3.26579       3.11657       2.69876       2.14311       0.00000       3.11636    
  0.144543E-03   70.0003       5.79371       8.25826       5.77546       8.25152      0.182537E-01  0.674713E-02   14.0270       3.16740       3.16640       3.01901       2.60805       2.06631       0.00000       3.01880    
  0.158489E-03   67.4602       5.61079       7.99370       5.59142       7.98652      0.193676E-01  0.718068E-02   13.5779       3.07112       3.07004       2.92447       2.52030       1.99222       0.00000       2.92427    
  0.173779E-03   64.9665       5.43084       7.73344       5.41032       7.72581      0.205238E-01  0.763242E-02   13.1361       2.97632       2.97516       2.83141       2.43400       1.91945       0.00000       2.83120    
  0.190545E-03   62.5617       5.25660       7.48142       5.23483       7.47330      0.217654E-01  0.812112E-02   12.7081       2.88437       2.88313       2.74117       2.35046       1.84920       0.00000       2.74096    
  0.208928E-03   60.2252       5.08678       7.23577       5.06370       7.22713      0.230810E-01  0.864235E-02   12.2908       2.79464       2.79331       2.65312       2.26906       1.78091       0.00000       2.65291    
  0.229085E-03   57.9330       4.91984       6.99426       4.89540       6.98507      0.244449E-01  0.918483E-02   11.8805       2.70634       2.70491       2.56649       2.18906       1.71387       0.00000       2.56629    
  0.251186E-03   55.7449       4.75970       6.76251       4.73377       6.75273      0.259361E-01  0.978409E-02   11.4865       2.62143       2.61989       2.48322       2.11234       1.64981       0.00000       2.48302    
  0.275420E-03   53.6009       4.60246       6.53492       4.57498       6.52451      0.274881E-01  0.104109E-01   11.0995       2.53796       2.53632       2.40139       2.03702       1.58701       0.00000       2.40119    
  0.301992E-03   51.5160       4.44913       6.31292       4.42001       6.30184      0.291215E-01  0.110746E-01   10.7218       2.45643       2.45467       2.32147       1.96357       1.52590       0.00000       2.32128    
  0.331127E-03   49.5140       4.30129       6.09877       4.27041       6.08697      0.308838E-01  0.117977E-01   10.3574       2.37763       2.37575       2.24426       1.89277       1.46715       0.00000       2.24407    
  0.363073E-03   47.5514       4.15609       5.88837       4.12338       5.87582      0.327120E-01  0.125514E-01   9.99920       2.30014       2.29813       2.16835       1.82324       1.40953       0.00000       2.16816    
  0.398101E-03   45.6628       4.01586       5.68503       3.98119       5.67167      0.346699E-01  0.133659E-01   9.65285       2.22511       2.22295       2.09486       1.75608       1.35403       0.00000       2.09468    
  0.436509E-03   43.8334       3.87962       5.48737       3.84288       5.47314      0.367451E-01  0.142362E-01   9.31601       2.15205       2.14974       2.02334       1.69082       1.30023       0.00000       2.02316    
  0.478622E-03   42.0414       3.74592       5.29330       3.70702       5.27816      0.388952E-01  0.151423E-01   8.98518       2.08025       2.07777       1.95305       1.62678       1.24750       0.00000       1.95288    
  0.524798E-03   40.3358       3.61811       5.10755       3.57687       5.09141      0.412381E-01  0.161420E-01   8.66828       2.01134       2.00869       1.88563       1.56553       1.19725       0.00000       1.88547    
  0.575429E-03   38.6685       3.49293       4.92552       3.44925       4.90833      0.436775E-01  0.171892E-01   8.35758       1.94372       1.94089       1.81949       1.50553       1.14809       0.00000       1.81934    
  0.630945E-03   37.0494       3.37108       4.74817       3.32484       4.72987      0.462385E-01  0.182964E-01   8.05471       1.87773       1.87472       1.75497       1.44711       1.10033       0.00000       1.75483    
  0.691816E-03   35.5010       3.25413       4.57769       3.20513       4.55818      0.489997E-01  0.195044E-01   7.76331       1.81414       1.81091       1.69282       1.39099       1.05459       0.00000       1.69268    
  0.758561E-03   33.9853       3.13947       4.41042       3.08761       4.38966      0.518613E-01  0.207634E-01   7.47727       1.75166       1.74822       1.63177       1.33595       1.00979       0.00000       1.63165    
  0.831745E-03   32.5300       3.02905       4.24907       2.97414       4.22695      0.549161E-01  0.221214E-01   7.20109       1.69125       1.68757       1.57276       1.28289      0.966733       0.00000       1.57265    
  0.911989E-03   31.1251       2.92220       4.09268       2.86405       4.06910      0.581521E-01  0.235741E-01   6.93315       1.63255       1.62863       1.51545       1.23149      0.925124       0.00000       1.51535    
  0.999975E-03   29.7511       2.81754       3.93934       2.75604       3.91425      0.615015E-01  0.250861E-01   6.67029       1.57492       1.57074       1.45920       1.18112      0.884406       0.00000       1.45911    
  0.109645E-02   28.4473       2.71791       3.79295       2.65277       3.76620      0.651354E-01  0.267498E-01   6.41897       1.51970       1.51524       1.40533       1.13307      0.845713       0.00000       1.40525    
  0.120223E-02   27.1761       2.62063       3.64982       2.55171       3.62132      0.689179E-01  0.284942E-01   6.17303       1.46560       1.46085       1.35257       1.08611      0.807960       0.00000       1.35251    
  0.131822E-02   25.9436       2.52615       3.51054       2.45327       3.48020      0.728767E-01  0.303345E-01   5.93348       1.41284       1.40778       1.30114       1.04043      0.771324       0.00000       1.30109    
  0.144540E-02   24.7699       2.43598       3.37716       2.35884       3.34482      0.771366E-01  0.323420E-01   5.70366       1.36212       1.35673       1.25173      0.996716      0.736388       0.00000       1.25170    
  0.158485E-02   23.6231       2.34778       3.24648       2.26624       3.21205      0.815445E-01  0.344327E-01   5.47828       1.31234       1.30660       1.20324      0.953899      0.702227       0.00000       1.20322    
  0.173775E-02   22.5246       2.26316       3.12067       2.17693       3.08399      0.862295E-01  0.366807E-01   5.26092       1.26423       1.25812       1.15640      0.912700      0.669463       0.00000       1.15640    
  0.190540E-02   21.4679       2.18167       2.99912       2.09048       2.96003      0.911836E-01  0.390845E-01   5.05051       1.21758       1.21109       1.11102      0.872908      0.637913       0.00000       1.11103    
  0.208923E-02   20.4364       2.10207       2.88011       2.00576       2.83853      0.963023E-01  0.415841E-01   4.84429       1.17180       1.16491       1.06650      0.833961      0.607090       0.00000       1.06653    
  0.229079E-02   19.4609       2.02671       2.76683       1.92488       2.72251      0.101823      0.443217E-01   4.64739       1.12798       1.12066       1.02391      0.796900      0.577889       0.00000       1.02396    
  0.251180E-02   18.5125       1.95343       2.65635       1.84587       2.60916      0.107560      0.471912E-01   4.45503       1.08512       1.07734      0.982272      0.760757      0.549478       0.00000      0.982338    
  0.275413E-02   17.5945       1.88249       2.54899       1.76895       2.49878      0.113541      0.502078E-01   4.26773       1.04331       1.03507      0.941681      0.725641      0.521948       0.00000      0.941765    
  0.301984E-02   16.7246       1.81530       2.44662       1.69535       2.39313      0.119949      0.534903E-01   4.08848       1.00319      0.994444      0.902762      0.692157      0.495817       0.00000      0.902864    
  0.331118E-02   15.8761       1.74979       2.34648       1.62323       2.28958      0.126563      0.569023E-01   3.91281      0.963830      0.954560      0.864590      0.659402      0.470312       0.00000      0.864710    
  0.363064E-02   15.0656       1.68728       2.25031       1.55373       2.18976      0.133550      0.605515E-01   3.74349      0.925794      0.915976      0.827735      0.627935      0.445909       0.00000      0.827874    
  0.398091E-02   14.2891       1.62750       2.15774       1.48659       2.09329      0.140908      0.644432E-01   3.57988      0.888958      0.878562      0.792070      0.597632      0.422503       0.00000      0.792227    
  0.436498E-02   13.5327       1.56932       2.06727       1.42084       1.99879      0.148488      0.684803E-01   3.41963      0.852823      0.841834      0.757102      0.568013      0.399681       0.00000      0.757277    
  0.478610E-02   12.8199       1.51470       1.98146       1.35811       1.90859      0.156589      0.728669E-01   3.26670      0.818223      0.806601      0.723658      0.539889      0.378136       0.00000      0.723852    
  0.524785E-02   12.1293       1.46191       1.89802       1.29693       1.82057      0.164981      0.774528E-01   3.11750      0.784402      0.772127      0.690991      0.512527      0.357242       0.00000      0.691202    
  0.575415E-02   11.4620       1.41104       1.81709       1.23736       1.73485      0.173676      0.822477E-01   2.97221      0.751398      0.738449      0.659137      0.485965      0.337031       0.00000      0.659366    
  0.630929E-02   10.8332       1.36340       1.74035       1.18048       1.65292      0.182918      0.874290E-01   2.83340      0.719748      0.706086      0.628635      0.460733      0.317955       0.00000      0.628881    
  0.691799E-02   10.2212       1.31718       1.66545       1.12477       1.57266      0.192411      0.927920E-01   2.69743      0.688688      0.674297      0.598722      0.436084      0.299375       0.00000      0.598985    
  0.758542E-02   9.63817       1.27343       1.59374       1.07109       1.49526      0.202347      0.984774E-01   2.56635      0.658646      0.643498      0.569830      0.412442      0.281652       0.00000      0.570109    
  0.831724E-02   9.08240       1.23203       1.52505       1.01931       1.42056      0.212725      0.104495       2.43987      0.629560      0.613628      0.541899      0.389750      0.264737       0.00000      0.542193    
