* Theory file for HERA1+2 CCem
&Data 
   Name = "Theory for HERA1+2 CCem"
   NData =    42
   NColumn =   103
   ColumnType = 3*"Bin","Theory", 99*"Error"
   ColumnName = "Q2","x","y","theory","PDF_nuisance_param_01","PDF_nuisance_param_02","PDF_nuisance_param_03","PDF_nuisance_param_04","PDF_nuisance_param_05","PDF_nuisance_param_06","PDF_nuisance_param_07","PDF_nuisance_param_08","PDF_nuisance_param_09","PDF_nuisance_param_10","PDF_nuisance_param_11","PDF_nuisance_param_12","PDF_nuisance_param_13","PDF_nuisance_param_14","PDF_nuisance_param_15","PDF_nuisance_param_16","PDF_nuisance_param_17","PDF_nuisance_param_18","PDF_nuisance_param_19","PDF_nuisance_param_20","PDF_nuisance_param_21","PDF_nuisance_param_22","PDF_nuisance_param_23","PDF_nuisance_param_24","PDF_nuisance_param_25","PDF_nuisance_param_26","PDF_nuisance_param_27","PDF_nuisance_param_28","PDF_nuisance_param_29","PDF_nuisance_param_30","PDF_nuisance_param_31","PDF_nuisance_param_32","PDF_nuisance_param_33","PDF_nuisance_param_34","PDF_nuisance_param_35","PDF_nuisance_param_36","PDF_nuisance_param_37","PDF_nuisance_param_38","PDF_nuisance_param_39","PDF_nuisance_param_40","PDF_nuisance_param_41","PDF_nuisance_param_42","PDF_nuisance_param_43","PDF_nuisance_param_44","PDF_nuisance_param_45","PDF_nuisance_param_46","PDF_nuisance_param_47","PDF_nuisance_param_48","PDF_nuisance_param_49","PDF_nuisance_param_50","PDF_nuisance_param_51","PDF_nuisance_param_52","PDF_nuisance_param_53","PDF_nuisance_param_54","PDF_nuisance_param_55","PDF_nuisance_param_56","PDF_nuisance_param_57","PDF_nuisance_param_58","PDF_nuisance_param_59","PDF_nuisance_param_60","PDF_nuisance_param_61","PDF_nuisance_param_62","PDF_nuisance_param_63","PDF_nuisance_param_64","PDF_nuisance_param_65","PDF_nuisance_param_66","PDF_nuisance_param_67","PDF_nuisance_param_68","PDF_nuisance_param_69","PDF_nuisance_param_70","PDF_nuisance_param_71","PDF_nuisance_param_72","PDF_nuisance_param_73","PDF_nuisance_param_74","PDF_nuisance_param_75","PDF_nuisance_param_76","PDF_nuisance_param_77","PDF_nuisance_param_78","PDF_nuisance_param_79","PDF_nuisance_param_80","PDF_nuisance_param_81","PDF_nuisance_param_82","PDF_nuisance_param_83","PDF_nuisance_param_84","PDF_nuisance_param_85","PDF_nuisance_param_86","PDF_nuisance_param_87","PDF_nuisance_param_88","PDF_nuisance_param_89","PDF_nuisance_param_90","PDF_nuisance_param_91","PDF_nuisance_param_92","PDF_nuisance_param_93","PDF_nuisance_param_94","PDF_nuisance_param_95","PDF_nuisance_param_96","PDF_nuisance_param_97","PDF_nuisance_param_98","PDF_nuisance_param_99"
   Percent =  99*True
&End 
  0.3000E+03  0.8000E-02  0.3705E+00  0.1186E+01  0.8739E+00 -0.8987E-02  0.1221E+00 -0.1869E+00 -0.1169E+00  0.1881E-01 -0.3497E-01 -0.8354E-01  0.1461E-01  0.8142E-02 -0.5912E-01  0.2846E-01 -0.7549E-01  0.1208E+00  0.3799E+00  0.2046E+00 -0.4955E-01 -0.8091E-02 -0.2581E-01 -0.1523E-01 -0.3372E-01 -0.7647E-01 -0.1103E+00 -0.3457E-01  0.2837E-01  0.7141E-02 -0.3328E-02 -0.8190E-02 -0.6425E-02  0.2785E-01  0.2337E-01 -0.2612E-01  0.2268E-01 -0.7031E-02  0.7107E-03  0.6670E-02  0.7726E-02 -0.1905E-01 -0.3120E-03 -0.1823E-02 -0.2303E-04  0.9115E-02 -0.3567E-02  0.1444E-02 -0.5973E-02  0.2338E-02 -0.5199E-02  0.9908E-03 -0.2558E-02  0.1268E-02 -0.6980E-02 -0.1568E-03  0.5460E-02  0.1248E-02  0.1988E-02  0.4093E-03  0.5444E-03  0.1083E-02 -0.1226E-02 -0.7414E-03  0.2822E-03 -0.7038E-03  0.5812E-03  0.2195E-03 -0.3004E-03  0.2702E-04  0.1169E-04 -0.9174E-04  0.5278E-04  0.8028E-04  0.6168E-04  0.4092E-04 -0.3012E-04 -0.1065E-03 -0.6123E-04 -0.5965E-05 -0.2199E-04 -0.2884E-04  0.1293E-04  0.5959E-04  0.2950E-04 -0.2612E-05  0.4235E-04 -0.2177E-04  0.2550E-05 -0.1178E-04  0.7895E-05 -0.3372E-05 -0.8285E-05  0.1717E-05  0.5755E-06 -0.1599E-05  0.5918E-06  0.3802E-05  0.4594E-05  0.1350E-05 -0.5136E-05  0.3088E-05 -0.5575E-06
  0.3000E+03  0.1300E-01  0.2280E+00  0.7147E+00  0.9411E+00 -0.2606E-01  0.5257E-01 -0.1283E+00 -0.1563E+00  0.2160E-01 -0.8130E-01 -0.1702E+00 -0.3246E-01 -0.5020E-01 -0.1069E+00  0.1404E+00 -0.1023E+00  0.1280E+00  0.4562E+00  0.2747E+00 -0.3844E-01  0.1654E-01 -0.8336E-01 -0.1393E+00 -0.1087E+00  0.2086E-01 -0.3295E-01 -0.5019E-01 -0.2911E-01  0.5104E-01 -0.6525E-01  0.2092E-01  0.2910E-01 -0.9680E-02 -0.3802E-01  0.1702E-01 -0.3490E-01  0.5802E-01 -0.9124E-02  0.3028E-01 -0.2274E-02 -0.1188E-02 -0.1601E-01  0.1482E-01 -0.3955E-02 -0.1499E-01 -0.5387E-02 -0.3835E-02  0.2770E-01  0.5732E-02  0.4483E-02 -0.1092E-01  0.6596E-02 -0.4836E-03  0.5292E-02 -0.3722E-03 -0.4809E-02 -0.3636E-03 -0.2241E-02 -0.2875E-03  0.1584E-02  0.3003E-03  0.3314E-02  0.1626E-02  0.1330E-04  0.3947E-03 -0.5766E-03  0.3622E-04  0.2294E-03 -0.3510E-04 -0.1628E-03  0.1939E-03 -0.1579E-03 -0.2269E-03 -0.2550E-03 -0.1629E-03  0.1272E-03  0.2556E-03  0.2005E-03  0.2160E-04  0.7121E-04  0.6027E-04  0.1443E-04 -0.1805E-03 -0.8967E-04 -0.4296E-05 -0.9537E-04  0.9932E-04  0.1202E-05  0.2940E-04 -0.2005E-04  0.2493E-04  0.9185E-05 -0.6889E-05 -0.1282E-04 -0.1201E-05 -0.2801E-05 -0.6673E-05 -0.5895E-05 -0.2581E-05  0.1228E-04 -0.3986E-05  0.1080E-05
  0.3000E+03  0.3200E-01  0.9264E-01  0.2463E+00  0.6972E+00 -0.3190E-01  0.7945E-02 -0.2207E+00 -0.4591E-01  0.1875E+00 -0.1295E+00  0.7687E-01 -0.9097E-03 -0.8501E-01  0.2069E+00  0.6944E-01 -0.1233E+00  0.6129E-01  0.5565E-01  0.1348E+00  0.1074E+00  0.8465E-02  0.6970E-02 -0.8841E-01 -0.8064E-01  0.6372E-01  0.7392E-01 -0.4470E-01 -0.7134E-01 -0.2492E-01 -0.8616E-02  0.7118E-01  0.4677E-01 -0.1193E+00 -0.1027E+00  0.9538E-01 -0.2351E+00  0.1781E+00  0.4419E-02  0.8867E-01 -0.1283E+00  0.5569E-01  0.3583E-01 -0.6999E-02  0.2734E-01  0.3594E-01  0.2865E-01 -0.2050E-01 -0.4899E-01  0.1530E-01  0.1073E-01  0.3772E-01 -0.1057E-01  0.6057E-02 -0.1176E-01 -0.4265E-03  0.1308E-01  0.4062E-02  0.6760E-02 -0.8988E-03 -0.3133E-02  0.2211E-02 -0.5515E-02 -0.2683E-02 -0.9132E-03 -0.1501E-02  0.4820E-03 -0.6567E-03 -0.8649E-04  0.1198E-02  0.1576E-03 -0.1541E-03  0.1526E-04  0.4598E-03  0.4724E-03  0.1481E-03 -0.3001E-03 -0.3867E-03 -0.6240E-03  0.7135E-04 -0.6414E-04 -0.2325E-04 -0.9954E-05  0.4856E-03  0.1551E-03 -0.1944E-06  0.1682E-03 -0.2876E-03  0.6445E-04 -0.9693E-04  0.4498E-04 -0.5178E-04 -0.5890E-04  0.4046E-04  0.8846E-05  0.3278E-05  0.8379E-06  0.1601E-04  0.1587E-04  0.1044E-04 -0.3231E-04  0.1971E-04 -0.2278E-05
  0.3000E+03  0.8000E-01  0.3705E-01  0.7861E-01  0.2335E+00 -0.1333E+00 -0.1142E+00  0.4756E-01 -0.2768E+00  0.3808E+00 -0.4517E+00  0.2382E+00  0.1345E+00 -0.4096E-01 -0.1037E-01 -0.1716E+00 -0.5183E-02  0.6068E-01 -0.7240E-01 -0.1370E+00 -0.3711E-01 -0.3290E-01 -0.1432E+00  0.1600E+00  0.2747E-01  0.7744E-01  0.6092E-01  0.7278E-01 -0.7468E-01 -0.9424E-01 -0.3230E-01  0.1414E-01  0.9473E-02  0.2492E-01 -0.2437E-01  0.1598E+00 -0.5899E-01  0.6677E-01 -0.1572E-01  0.4640E-01  0.5245E-01 -0.6931E-01  0.1630E-01  0.1443E+00  0.4568E-01  0.2431E-01  0.6097E-01  0.7044E-01 -0.1100E+00 -0.2868E-01 -0.1312E+00 -0.1583E-01  0.1390E+00 -0.7144E-01 -0.5811E-01  0.1961E-01 -0.3619E-01 -0.2821E-01  0.2567E-01  0.5250E-02  0.5638E-01 -0.2722E-01  0.6578E-03  0.9820E-02  0.7665E-02  0.3479E-02 -0.3972E-03 -0.5081E-02  0.5208E-03  0.4227E-02  0.1104E-02 -0.3819E-03 -0.2420E-02  0.2434E-03 -0.1195E-03  0.1162E-02  0.4463E-04 -0.1289E-03  0.6394E-05  0.1141E-04  0.1983E-03  0.3090E-03  0.9230E-04  0.5613E-04 -0.2857E-03 -0.1568E-03 -0.7179E-04 -0.2086E-03  0.4464E-04 -0.5121E-04 -0.9092E-04  0.4747E-04 -0.2262E-04  0.1915E-03 -0.3581E-04 -0.3684E-04 -0.1015E-04 -0.7112E-05  0.8846E-04  0.4526E-04 -0.2042E-04  0.3852E-04  0.6443E-04
  0.3000E+03  0.1300E+00  0.2280E-01  0.4241E-01  0.2182E+00 -0.1242E+00 -0.1666E+00  0.1740E+00 -0.3816E+00  0.3256E+00 -0.4613E+00  0.3236E+00  0.1179E+00 -0.2159E-01 -0.1464E+00 -0.9858E-01  0.1021E+00  0.1507E+00 -0.4542E-01 -0.5427E-01  0.8816E-01 -0.6653E-01  0.4996E-01  0.2336E-01 -0.3253E-01  0.9595E-02  0.6304E-01  0.1710E+00 -0.1259E+00 -0.3138E-01  0.1256E-01  0.1239E+00  0.7752E-01  0.1187E+00 -0.4927E-01  0.3420E-01 -0.4730E-01  0.6611E-01  0.3736E-01  0.5085E-01  0.7218E-01 -0.6375E-01  0.2453E-01  0.1859E+00 -0.5069E-01  0.4130E-02  0.1357E+00  0.1407E+00 -0.1119E+00  0.7488E-01 -0.1320E+00 -0.7478E-01  0.2805E-01  0.7685E-03 -0.8478E-01  0.8327E-01 -0.5447E-01  0.5455E-01 -0.9823E-01 -0.9734E-02 -0.1132E+00  0.3766E-01  0.2384E-01  0.1022E-01 -0.3100E-01 -0.2173E-01 -0.9465E-02  0.9327E-02  0.2352E-02  0.4716E-02 -0.6094E-02 -0.1086E-02  0.1036E-02  0.3206E-02 -0.2607E-04 -0.2280E-02 -0.4105E-02 -0.5123E-02 -0.1194E-02 -0.2804E-02  0.1971E-02  0.1790E-02  0.4917E-02  0.3922E-02 -0.6385E-03  0.1188E-04 -0.4042E-02 -0.6097E-03  0.1306E-02  0.1382E-02 -0.1334E-02 -0.5136E-03  0.1605E-03 -0.3951E-03 -0.8432E-03 -0.9908E-04 -0.2061E-03  0.7520E-03 -0.4159E-03 -0.2720E-03  0.8065E-04  0.6299E-05 -0.1488E-03
  0.5000E+03  0.1300E-01  0.3800E+00  0.6109E+00  0.8690E+00 -0.2334E-01  0.8835E-01 -0.2001E+00 -0.7759E-01  0.8700E-01  0.1543E-01 -0.1224E+00 -0.3765E-01 -0.9582E-01 -0.8341E-01  0.5878E-01 -0.9475E-01  0.1208E+00  0.2119E+00  0.1705E+00 -0.1706E-03 -0.5910E-01 -0.7265E-01 -0.5725E-04 -0.5371E-01 -0.3237E-01 -0.1034E+00 -0.6770E-02 -0.3068E-01  0.2891E-01 -0.4137E-01  0.2149E-01 -0.4796E-02 -0.1831E-01 -0.4685E-01  0.1858E-01 -0.2271E-01  0.4008E-01 -0.8702E-02  0.1433E-01 -0.6886E-02  0.1245E-01 -0.8907E-02  0.1332E-01  0.1286E-02 -0.1486E-01  0.1016E-02 -0.2042E-02  0.1851E-01  0.2605E-02  0.6932E-03 -0.6052E-02  0.4542E-02  0.2828E-03  0.5782E-02 -0.4741E-03 -0.3674E-02 -0.7550E-03 -0.1431E-02 -0.3955E-03 -0.4283E-03 -0.7021E-03  0.6922E-03  0.5179E-03 -0.1720E-03  0.8677E-03 -0.4613E-03 -0.1077E-03 -0.4923E-04  0.6131E-04  0.1366E-03 -0.3563E-05  0.2445E-03  0.2137E-03  0.1206E-03  0.1350E-03 -0.1484E-03 -0.1564E-03 -0.2136E-03  0.2409E-04 -0.3884E-04 -0.4353E-04 -0.2240E-04  0.1415E-03  0.6844E-04  0.7484E-05  0.7844E-04 -0.7321E-04 -0.1353E-05 -0.2683E-04  0.1862E-04 -0.1825E-04 -0.4555E-05  0.2498E-05  0.1395E-04 -0.1513E-05  0.2314E-05  0.3106E-05  0.4556E-05  0.3186E-05 -0.9380E-05  0.3090E-05 -0.3536E-06
  0.5000E+03  0.3200E-01  0.1544E+00  0.2264E+00  0.6731E+00 -0.3645E-01  0.1875E-01 -0.2099E+00 -0.6244E-01  0.1860E+00 -0.1300E+00  0.7853E-01 -0.1971E-01 -0.8634E-01  0.1939E+00  0.4644E-01 -0.1042E+00  0.5757E-01  0.3539E-01  0.1203E+00  0.1119E+00 -0.2119E-01 -0.1234E-01 -0.3621E-01 -0.3477E-01  0.5822E-01  0.6786E-01 -0.3089E-01 -0.6264E-01 -0.3965E-01 -0.1227E-01  0.8033E-01  0.2495E-01 -0.1135E+00 -0.9208E-01  0.9526E-01 -0.1968E+00  0.1556E+00  0.3150E-03  0.7846E-01 -0.1060E+00  0.4083E-01  0.3075E-01 -0.6260E-02  0.2164E-01  0.3522E-01  0.2085E-01 -0.1664E-01 -0.4571E-01  0.1382E-01  0.8007E-02  0.3356E-01 -0.8314E-02  0.4520E-02 -0.1354E-01 -0.5725E-04  0.1158E-01  0.3291E-02  0.6158E-02 -0.9731E-03 -0.1419E-02  0.2013E-02 -0.4701E-02 -0.2045E-02 -0.3871E-03 -0.1833E-02  0.1162E-02  0.1426E-04  0.5105E-04  0.5820E-03 -0.1215E-03 -0.1437E-03 -0.2203E-03 -0.7510E-04 -0.4332E-04 -0.1623E-03  0.7226E-04  0.5734E-04  0.2601E-04  0.4820E-05  0.4976E-04  0.6124E-04 -0.1530E-04 -0.2194E-04 -0.7681E-04 -0.3072E-04 -0.1165E-04  0.2337E-04  0.1908E-04 -0.4683E-06 -0.1400E-04  0.6029E-05 -0.1795E-04  0.9131E-05 -0.1501E-04  0.5870E-05 -0.1512E-05  0.3183E-06 -0.1591E-05 -0.1838E-05 -0.2074E-06  0.1642E-05 -0.2030E-05
  0.5000E+03  0.8000E-01  0.6176E-01  0.7349E-01  0.2268E+00 -0.1292E+00 -0.1157E+00  0.5657E-01 -0.2805E+00  0.3681E+00 -0.4472E+00  0.2361E+00  0.1283E+00 -0.3198E-01 -0.2244E-01 -0.1630E+00  0.2137E-03  0.5940E-01 -0.7026E-01 -0.1330E+00 -0.3616E-01 -0.3573E-01 -0.1432E+00  0.1582E+00  0.3244E-01  0.7732E-01  0.6463E-01  0.6997E-01 -0.6910E-01 -0.9598E-01 -0.3547E-01  0.2243E-01  0.1453E-01  0.3074E-01 -0.2847E-01  0.1459E+00 -0.5392E-01  0.6772E-01 -0.1601E-01  0.4571E-01  0.5131E-01 -0.6836E-01  0.1362E-01  0.1340E+00  0.3935E-01  0.2177E-01  0.6032E-01  0.6998E-01 -0.1050E+00 -0.3070E-01 -0.1247E+00 -0.2176E-01  0.1291E+00 -0.6609E-01 -0.5394E-01  0.2094E-01 -0.3445E-01 -0.2393E-01  0.2222E-01  0.6119E-02  0.4843E-01 -0.2370E-01  0.1526E-02  0.8772E-02  0.5511E-02  0.2919E-02 -0.7410E-03 -0.4406E-02  0.5142E-03  0.4030E-02  0.1051E-02 -0.2780E-03 -0.1994E-02  0.3332E-03 -0.6500E-04  0.1157E-02 -0.3962E-04 -0.2584E-03 -0.1088E-03 -0.5089E-04  0.9898E-04  0.2526E-03 -0.7018E-04  0.1322E-03 -0.3022E-03 -0.1417E-03 -0.3104E-04 -0.2162E-03  0.1059E-04 -0.5198E-04 -0.7931E-04 -0.2606E-04 -0.2163E-04  0.1316E-03 -0.3650E-04 -0.4196E-05  0.2615E-05 -0.2908E-04  0.3951E-04  0.9882E-05 -0.1451E-04 -0.1434E-05  0.2625E-04
  0.5000E+03  0.1300E+00  0.3800E-01  0.3953E-01  0.2156E+00 -0.1194E+00 -0.1658E+00  0.1733E+00 -0.3834E+00  0.3225E+00 -0.4564E+00  0.3182E+00  0.1169E+00 -0.1825E-01 -0.1555E+00 -0.9023E-01  0.1026E+00  0.1436E+00 -0.4486E-01 -0.5163E-01  0.9112E-01 -0.7389E-01  0.5598E-01  0.1918E-01 -0.2906E-01  0.1107E-01  0.6044E-01  0.1589E+00 -0.1236E+00 -0.3235E-01  0.9753E-02  0.1197E+00  0.7704E-01  0.1145E+00 -0.5118E-01  0.3025E-01 -0.4872E-01  0.6871E-01  0.3277E-01  0.4516E-01  0.6388E-01 -0.6589E-01  0.1723E-01  0.1752E+00 -0.5004E-01  0.3494E-02  0.1286E+00  0.1339E+00 -0.1109E+00  0.6976E-01 -0.1280E+00 -0.7099E-01  0.1841E-01  0.2036E-02 -0.8198E-01  0.7921E-01 -0.5106E-01  0.5404E-01 -0.9663E-01 -0.9249E-02 -0.1071E+00  0.3467E-01  0.2156E-01  0.1163E-01 -0.3056E-01 -0.1756E-01 -0.7372E-02  0.8031E-02  0.3049E-02  0.5813E-02 -0.4702E-02 -0.1115E-02  0.1537E-02  0.7216E-03  0.8491E-03 -0.2416E-02 -0.2035E-02 -0.2908E-02  0.3160E-04 -0.2078E-02  0.1394E-02  0.1570E-03  0.8617E-03  0.1481E-02  0.3070E-03  0.1742E-03 -0.1476E-02 -0.2325E-03  0.1092E-03  0.7734E-03 -0.9198E-03 -0.3911E-03  0.1935E-03 -0.1513E-03 -0.4814E-03 -0.3616E-04 -0.1396E-03  0.4926E-03 -0.2344E-03 -0.1271E-03  0.3215E-04  0.1263E-04 -0.5516E-04
  0.1000E+04  0.1300E-01  0.7601E+00  0.4200E+00  0.7302E+00 -0.3429E-01  0.1434E+00 -0.3151E+00  0.5545E-01  0.1978E+00  0.1573E+00 -0.2354E-01 -0.4799E-01 -0.1862E+00 -0.5911E-01 -0.8054E-01 -0.1129E+00  0.1028E+00 -0.2512E+00 -0.3011E-01  0.6323E-01 -0.2263E+00 -0.4369E-01  0.2980E+00  0.6680E-01 -0.1461E+00 -0.2577E+00  0.7908E-01 -0.3188E-01 -0.1357E-01  0.8752E-02  0.2176E-01 -0.8165E-01 -0.3823E-01 -0.6092E-01  0.2085E-01  0.1378E-01 -0.1775E-02 -0.1076E-01 -0.2196E-01 -0.8357E-02  0.3592E-01  0.2738E-02  0.1198E-01  0.1019E-01 -0.1669E-01  0.1184E-01  0.4673E-02  0.1908E-02 -0.2771E-02 -0.1120E-01  0.3403E-02  0.6504E-03  0.2864E-02  0.5972E-02 -0.1399E-02  0.8949E-04 -0.1678E-02  0.3307E-03 -0.6824E-03 -0.3555E-02 -0.1911E-02 -0.4615E-02 -0.1864E-02  0.2464E-03  0.5231E-03  0.1427E-02  0.1016E-02 -0.6811E-03 -0.4406E-03  0.2608E-03 -0.2898E-03  0.7152E-03  0.4026E-03  0.1191E-03  0.1477E-03 -0.2865E-03 -0.4216E-03 -0.5797E-03 -0.3346E-04  0.8425E-05 -0.4367E-04 -0.8953E-04  0.2297E-03 -0.4192E-04 -0.8197E-04  0.2041E-03  0.1606E-04 -0.1243E-04 -0.2096E-04 -0.4575E-04 -0.6785E-04 -0.5396E-05  0.4858E-05  0.3124E-04  0.4113E-05  0.2528E-05  0.2213E-04  0.1606E-06 -0.1002E-05 -0.3530E-05  0.2876E-05  0.7163E-06
