   8317.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   79.6181       6.30918       8.99639       6.27466       8.97032      0.345217E-01  0.260714E-01   15.2450       3.31605       3.31927       3.26244       2.95861       2.38791       0.00000    
  0.109648E-03   76.7270       6.11009       8.70248       6.07423       8.67554      0.358540E-01  0.269375E-01   14.7498       3.21353       3.21692       3.15514       2.86070       2.30277       0.00000    
  0.120226E-03   73.9210       5.91636       8.41652       5.87913       8.38869      0.372353E-01  0.278269E-01   14.2678       3.11371       3.11727       3.05051       2.76542       2.22020       0.00000    
  0.131825E-03   71.1985       5.72789       8.13839       5.68922       8.10965      0.386719E-01  0.287400E-01   13.7989       3.01650       3.02024       2.94862       2.67272       2.14006       0.00000    
  0.144543E-03   68.5571       5.54450       7.86791       5.50433       7.83823      0.401708E-01  0.296776E-01   13.3426       2.92181       2.92574       2.84953       2.58252       2.06223       0.00000    
  0.158489E-03   65.9969       5.36619       7.60510       5.32446       7.57446      0.417335E-01  0.306398E-01   12.8989       2.82963       2.83377       2.75328       2.49483       1.98667       0.00000    
  0.173779E-03   63.5215       5.19320       7.35020       5.14985       7.31857      0.433533E-01  0.316260E-01   12.4684       2.74010       2.74446       2.65986       2.40975       1.91350       0.00000    
  0.190545E-03   61.1249       5.02515       7.10279       4.98011       7.07016      0.450382E-01  0.326369E-01   12.0503       2.65300       2.65760       2.56922       2.32711       1.84258       0.00000    
  0.208928E-03   58.8007       4.86163       6.86241       4.81483       6.82874      0.467969E-01  0.336732E-01   11.6436       2.56809       2.57294       2.48129       2.24674       1.77375       0.00000    
  0.229085E-03   56.5460       4.70244       6.62888       4.65380       6.59415      0.486328E-01  0.347352E-01   11.2480       2.48524       2.49035       2.39609       2.16856       1.70693       0.00000    
  0.251186E-03   54.3664       4.54789       6.40266       4.49736       6.36684      0.505376E-01  0.358226E-01   10.8642       2.40462       2.41001       2.31376       2.09274       1.64228       0.00000    
  0.275420E-03   52.2577       4.39782       6.18330       4.34530       6.14636      0.525190E-01  0.369353E-01   10.4917       2.32616       2.33185       2.23406       2.01914       1.57966       0.00000    
  0.301992E-03   50.2146       4.25199       5.97029       4.19741       5.93222      0.545862E-01  0.380739E-01   10.1296       2.24979       2.25580       2.15669       1.94762       1.51894       0.00000    
  0.331127E-03   48.2349       4.11031       5.76339       4.05357       5.72415      0.567432E-01  0.392383E-01   9.77772       2.17546       2.18181       2.08151       1.87810       1.46002       0.00000    
  0.363073E-03   46.3234       3.97299       5.56311       3.91401       5.52268      0.589798E-01  0.404282E-01   9.43670       2.10327       2.10998       2.00882       1.81074       1.40307       0.00000    
  0.398101E-03   44.4760       3.83985       5.36902       3.77855       5.32737      0.613059E-01  0.416440E-01   9.10592       2.03314       2.04023       1.93836       1.74541       1.34796       0.00000    
  0.436509E-03   42.6878       3.71065       5.18059       3.64691       5.13770      0.637331E-01  0.428859E-01   8.78461       1.96497       1.97246       1.86987       1.68194       1.29455       0.00000    
  0.478622E-03   40.9557       3.58526       4.99751       3.51899       4.95336      0.662678E-01  0.441543E-01   8.47235       1.89872       1.90665       1.80314       1.62027       1.24275       0.00000    
  0.524798E-03   39.2847       3.46395       4.82029       3.39506       4.77484      0.688983E-01  0.454490E-01   8.16989       1.83452       1.84290       1.73839       1.56053       1.19271       0.00000    
