   8317.00000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   82.7980       6.38663       9.03307       6.36430       9.02083      0.223327E-01  0.122326E-01   15.3851       3.40359       3.36935       3.30528       2.96071       2.34621       0.00000    
  0.109648E-03   79.7126       6.18180       8.73606       6.15828       8.72318      0.235167E-01  0.128816E-01   14.8815       3.29710       3.26295       3.19938       2.86119       2.26085       0.00000    
  0.120226E-03   76.7261       5.98283       8.44762       5.95807       8.43406      0.247609E-01  0.135635E-01   14.3921       3.19354       3.15955       3.09641       2.76453       2.17810       0.00000    
  0.131825E-03   73.8328       5.78942       8.16732       5.76335       8.15303      0.260717E-01  0.142864E-01   13.9164       3.09276       3.05898       2.99621       2.67059       2.09784       0.00000    
  0.144543E-03   71.0332       5.60159       7.89518       5.57415       7.88013      0.274479E-01  0.150481E-01   13.4543       2.99477       2.96127       2.89879       2.57938       2.02007       0.00000    
  0.158489E-03   68.3221       5.41907       7.63079       5.39018       7.61495      0.288885E-01  0.158436E-01   13.0051       2.89943       2.86628       2.80402       2.49075       1.94466       0.00000    
  0.173779E-03   65.6999       5.24188       7.37420       5.21149       7.35753      0.303933E-01  0.166733E-01   12.5690       2.80677       2.77402       2.71190       2.40472       1.87161       0.00000    
  0.190545E-03   63.1612       5.06973       7.12497       5.03775       7.10742      0.319797E-01  0.175452E-01   12.1452       2.71661       2.68435       2.62229       2.32114       1.80079       0.00000    
  0.208928E-03   60.7063       4.90263       6.88313       4.86898       6.86467      0.336488E-01  0.184586E-01   11.7336       2.62897       2.59727       2.53519       2.24001       1.73220       0.00000    
  0.229085E-03   58.3306       4.74035       6.64832       4.70495       6.62890      0.354003E-01  0.194206E-01   11.3338       2.54372       2.51267       2.45049       2.16122       1.66575       0.00000    
  0.251186E-03   56.0341       4.58287       6.42054       4.54564       6.40010      0.372322E-01  0.204330E-01   10.9457       2.46088       2.43053       2.36817       2.08476       1.60140       0.00000    
  0.275420E-03   53.8129       4.43001       6.19949       4.39086       6.17799      0.391529E-01  0.214958E-01   10.5688       2.38032       2.35077       2.28814       2.01053       1.53908       0.00000    
  0.301992E-03   51.6653       4.28166       5.98503       4.24049       5.96242      0.411655E-01  0.226083E-01   10.2029       2.30201       2.27333       2.21035       1.93848       1.47874       0.00000    
  0.331127E-03   49.5896       4.13773       5.77703       4.09445       5.75326      0.432739E-01  0.237738E-01   9.84772       2.22589       2.19818       2.13476       1.86857       1.42033       0.00000    
  0.363073E-03   47.5829       3.99806       5.57526       3.95258       5.55027      0.454834E-01  0.249952E-01   9.50285       2.15188       2.12522       2.06127       1.80070       1.36377       0.00000    
  0.398101E-03   45.6446       3.86264       5.37968       3.81484       5.35340      0.477960E-01  0.262737E-01   9.16824       2.07997       2.05445       1.98989       1.73487       1.30906       0.00000    
  0.436509E-03   43.7710       3.73125       5.18998       3.68103       5.16236      0.502210E-01  0.276156E-01   8.84339       2.01006       1.98577       1.92050       1.67097       1.25610       0.00000    
  0.478622E-03   41.9623       3.60391       5.00618       3.55115       4.97716      0.527576E-01  0.290202E-01   8.52832       1.94215       1.91916       1.85312       1.60901       1.20488       0.00000    
  0.524798E-03   40.2144       3.48041       4.82797       3.42499       4.79748      0.554133E-01  0.304904E-01   8.22247       1.87613       1.85454       1.78762       1.54887       1.15532       0.00000    
  0.575429E-03   38.5278       3.36077       4.65538       3.30258       4.62335      0.581868E-01  0.320257E-01   7.92593       1.81201       1.79191       1.72403       1.49057       1.10741       0.00000    
  0.630945E-03   36.8985       3.24477       4.48808       3.18368       4.45444      0.610910E-01  0.336359E-01   7.63812       1.74969       1.73115       1.66224       1.43399       1.06105       0.00000    
  0.691816E-03   35.3267       3.13244       4.32610       3.06831       4.29078      0.641250E-01  0.353218E-01   7.35909       1.68916       1.67228       1.60224       1.37915       1.01626       0.00000    
  0.758561E-03   33.8092       3.02359       4.16917       2.95629       4.13209      0.672996E-01  0.370844E-01   7.08838       1.63035       1.61519       1.54396       1.32595      0.972942       0.00000    
  0.831745E-03   32.3455       2.91822       4.01726       2.84760       3.97834      0.706165E-01  0.389211E-01   6.82594       1.57323       1.55987       1.48738       1.27437      0.931089       0.00000    
  0.911989E-03   30.9333       2.81619       3.87019       2.74211       3.82935      0.740821E-01  0.408430E-01   6.57145       1.51775       1.50626       1.43244       1.22436      0.890642       0.00000    
  0.999975E-03   29.5714       2.71745       3.72785       2.63975       3.68499      0.776986E-01  0.428587E-01   6.32473       1.46388       1.45432       1.37910       1.17587      0.851570       0.00000    
  0.109645E-02   28.2585       2.62192       3.59012       2.54044       3.54516      0.814728E-01  0.449643E-01   6.08560       1.41157       1.40399       1.32733       1.12887      0.813836       0.00000    
