   6464.00000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   628.047       246.336       402.825       246.331       402.815      0.486051E-02  0.992141E-02   649.146       230.319       230.334       159.479       16.0121       13.0029       0.00000       159.478    
  0.109648E-03   569.605       229.053       374.952       229.048       374.942      0.516697E-02  0.103075E-01   603.990       214.798       214.813       148.498       14.2500       11.6310       0.00000       148.498    
  0.120226E-03   518.059       213.553       349.934       213.547       349.924      0.550575E-02  0.107172E-01   563.471       200.842       200.857       138.639       12.7050       10.4278       0.00000       138.639    
  0.131825E-03   469.062       198.716       325.981       198.710       325.970      0.585937E-02  0.111373E-01   524.680       187.470       187.486       129.197       11.2401       9.28695       0.00000       129.197    
  0.144543E-03   423.715       184.830       303.550       184.824       303.539      0.623426E-02  0.115722E-01   488.363       174.934       174.950       120.354       9.88994       8.23520       0.00000       120.353    
  0.158489E-03   382.866       172.126       283.014       172.119       283.002      0.664173E-02  0.120289E-01   455.121       163.439       163.455       112.254       8.68095       7.29306       0.00000       112.254    
  0.173779E-03   344.112       159.975       263.364       159.968       263.351      0.706626E-02  0.124967E-01   423.319       152.430       152.447       104.503       7.53764       6.40190       0.00000       104.503    
  0.190545E-03   309.206       148.843       245.349       148.836       245.336      0.752551E-02  0.129866E-01   394.172       142.321       142.338       97.3940       6.51488       5.60431       0.00000       97.3939    
  0.208928E-03   277.015       138.438       228.500       138.430       228.487      0.801525E-02  0.134951E-01   366.917       132.853       132.871       90.7433       5.57698       4.87252       0.00000       90.7431    
  0.229085E-03   246.575       128.502       212.403       128.494       212.389      0.852492E-02  0.140157E-01   340.883       123.800       123.818       84.3883       4.69384       4.18321       0.00000       84.3881    
  0.251186E-03   219.932       119.593       197.954       119.584       197.940      0.908779E-02  0.145672E-01   317.523       115.654       115.673       78.6810       3.92911       3.58568       0.00000       78.6808    
  0.275420E-03   194.760       111.086       184.152       111.076       184.136      0.967642E-02  0.151331E-01   295.212       107.866       107.885       73.2279       3.21021       3.02365       0.00000       73.2277    
  0.301992E-03   171.569       103.120       171.218       103.110       171.202      0.102997E-01  0.157182E-01   274.312       100.557       100.576       68.1165       2.55290       2.50934       0.00000       68.1164    
  0.331127E-03   150.917       95.8568       159.413       95.8458       159.397      0.109784E-01  0.163327E-01   255.243       93.8714       93.8918       63.4493       1.97442       2.05604       0.00000       63.4491    
  0.363073E-03   131.418       88.9148       148.125       88.9032       148.108      0.116859E-01  0.169621E-01   237.011       87.4715       87.4925       58.9851       1.43165       1.63039       0.00000       58.9849    
  0.398101E-03   113.999       82.5560       137.774       82.5436       137.756      0.124502E-01  0.176203E-01   220.300       81.5903       81.6118       54.8897      0.953274       1.25454       0.00000       54.8895    
  0.436509E-03   98.1071       76.6307       128.120       76.6175       128.101      0.132669E-01  0.183038E-01   204.719       76.0955       76.1176       51.0689      0.521951      0.915066       0.00000       51.0687    
  0.478622E-03   83.1711       70.9775       118.903       70.9633       118.884      0.141170E-01  0.190034E-01   189.848       70.8432       70.8660       47.4203      0.120114      0.598386       0.00000       47.4201    
  0.524798E-03   70.2732       65.9118       110.633       65.8968       110.613      0.150546E-01  0.197434E-01   176.510       66.1159       66.1392       44.1441      -.219106      0.330074       0.00000       44.1439    
  0.575429E-03   58.2022       61.0884       102.753       61.0724       102.732      0.160369E-01  0.205031E-01   163.805       61.6054       61.6294       41.0216      -.533024      0.812923E-01   0.00000       41.0214    
  0.630945E-03   47.1753       56.5709       95.3649       56.5538       95.3436      0.170755E-01  0.212877E-01   151.897       57.3688       57.3935       38.0932      -.814997      -.142833       0.00000       38.0930    
  0.691816E-03   37.5413       52.4685       88.6463       52.4502       88.6242      0.182087E-01  0.221120E-01   141.074       53.5048       53.5302       35.4284      -1.05455      -.334244       0.00000       35.4282    
  0.758561E-03   28.5224       48.5513       82.2265       48.5320       82.2035      0.193898E-01  0.229560E-01   130.735       49.8074       49.8335       32.8815      -1.27544      -.511262       0.00000       32.8813    
