   8317.00000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   631.132       245.453       401.279       245.448       401.269      0.497050E-02  0.100109E-01   646.717       229.108       229.122       158.776       16.3404       13.3710       0.00000       158.775    
  0.109648E-03   572.083       228.187       373.444       228.182       373.434      0.528342E-02  0.104002E-01   601.616       213.645       213.659       147.820       14.5372       11.9545       0.00000       147.820    
  0.120226E-03   520.029       212.704       348.466       212.699       348.455      0.562925E-02  0.108133E-01   561.154       199.742       199.757       137.985       12.9566       10.7127       0.00000       137.985    
  0.131825E-03   470.559       197.886       324.551       197.880       324.540      0.599021E-02  0.112369E-01   522.420       186.422       186.438       128.567       11.4582       9.53540       0.00000       128.567    
  0.144543E-03   424.790       184.020       302.161       184.013       302.149      0.637282E-02  0.116754E-01   486.162       173.936       173.952       119.747       10.0774       8.45031       0.00000       119.747    
  0.158489E-03   383.579       171.335       281.664       171.328       281.652      0.678860E-02  0.121358E-01   452.980       162.487       162.503       111.670       8.84139       7.47863       0.00000       111.670    
  0.173779E-03   344.491       159.204       262.053       159.196       262.041      0.722176E-02  0.126074E-01   421.237       151.524       151.541       103.941       7.67266       6.55970       0.00000       103.940    
  0.190545E-03   309.303       148.093       244.079       148.085       244.065      0.769024E-02  0.131012E-01   392.150       141.457       141.475       96.8532       6.62750       5.73755       0.00000       96.8530    
  0.208928E-03   276.863       137.708       227.269       137.700       227.255      0.818975E-02  0.136138E-01   364.955       132.031       132.049       90.2232       5.66928       4.98345       0.00000       90.2230    
  0.229085E-03   246.197       127.793       211.211       127.784       211.197      0.870954E-02  0.141386E-01   338.981       123.017       123.035       83.8886       4.76717       4.27328       0.00000       83.8884    
  0.251186E-03   219.374       118.904       196.801       118.895       196.786      0.928343E-02  0.146945E-01   315.681       114.909       114.928       78.2008       3.98637       3.65800       0.00000       78.2006    
  0.275420E-03   194.042       110.418       183.036       110.408       183.021      0.988352E-02  0.152648E-01   293.430       107.156       107.175       72.7667       3.25250       3.07941       0.00000       72.7665    
  0.301992E-03   170.712       102.473       170.141       102.463       170.125      0.105188E-01  0.158545E-01   272.588       99.8811       99.9010       67.6739       2.58171       2.55013       0.00000       67.6737    
  0.331127E-03   149.951       95.2309       158.373       95.2197       158.357      0.112105E-01  0.164739E-01   253.576       93.2281       93.2485       63.0244       1.99162       2.08389       0.00000       63.0242    
  0.363073E-03   130.356       88.3096       147.121       88.2976       147.104      0.119314E-01  0.171082E-01   235.402       86.8595       86.8806       58.5777       1.43810       1.64621       0.00000       58.5775    
  0.398101E-03   112.865       81.9711       136.806       81.9584       136.788      0.127100E-01  0.177714E-01   218.747       81.0079       81.0296       54.4991      0.950480       1.25996       0.00000       54.4989    
  0.436509E-03   96.9152       76.0659       127.188       76.0523       127.169      0.135417E-01  0.184601E-01   203.221       75.5413       75.5636       50.6944      0.511005      0.911279       0.00000       50.6942    
  0.478622E-03   81.9319       70.4325       118.006       70.4181       117.987      0.144075E-01  0.191651E-01   188.405       70.3164       70.3393       47.0617      0.101698      0.586124       0.00000       47.0615    
  0.524798E-03   69.0067       65.3863       109.769       65.3710       109.749      0.153621E-01  0.199107E-01   175.120       65.6145       65.6381       43.8006      -.243563      0.310887       0.00000       43.8004    
  0.575429E-03   56.9160       60.5822       101.922       60.5658       101.901      0.163620E-01  0.206761E-01   162.467       61.1288       61.1529       40.6929      -.562956      0.557958E-01   0.00000       40.6927    
  0.630945E-03   45.8791       56.0836       94.5668       56.0661       94.5453      0.174190E-01  0.214666E-01   150.611       56.9158       56.9407       37.7787      -.849689      -.173860       0.00000       37.7785    
  0.691816E-03   36.2471       51.9995       87.8795       51.9810       87.8572      0.185719E-01  0.222970E-01   139.838       53.0741       53.0996       35.1276      -1.09307      -.369785       0.00000       35.1274    
  0.758561E-03   27.2353       48.1006       81.4905       48.0808       81.4673      0.197736E-01  0.231472E-01   129.548       49.3982       49.4244       32.5940      -1.31738      -.550873       0.00000       32.5938    
  0.831745E-03   19.3219       44.5321       75.6342       44.5110       75.6102      0.210696E-01  0.240351E-01   120.121       46.0190       46.0459       30.2702      -1.50797      -.705743       0.00000       30.2700    
  0.911989E-03   12.2430       41.2198       70.1914       41.1973       70.1664      0.224562E-01  0.249575E-01   111.364       42.8704       42.8981       28.1094      -1.67308      -.840830       0.00000       28.1092    
  0.999975E-03   5.67194       38.0638       65.0009       38.0399       64.9750      0.238995E-01  0.259013E-01   103.015       39.8626       39.8911       26.0480      -1.82271      -.963889       0.00000       26.0478    
  0.109645E-02  0.161582       35.2409       60.3483       35.2154       60.3214      0.254884E-01  0.268982E-01   95.5368       37.1556       37.1849       24.1987      -1.94019      -1.06199       0.00000       24.1985    
  0.120223E-02  -4.90088       32.5620       55.9286       32.5349       55.9007      0.271550E-01  0.279221E-01   88.4356       34.5791       34.6092       22.4413      -2.04420      -1.14965       0.00000       22.4412    
  0.131822E-02  -9.43195       30.0542       51.7853       30.0252       51.7563      0.289140E-01  0.289782E-01   81.7815       32.1575       32.1884       20.7930      -2.13222      -1.22491       0.00000       20.7928    
  0.144540E-02  -13.2292       27.7886       48.0341       27.7578       48.0040      0.308348E-01  0.300882E-01   75.7618       29.9562       29.9879       19.2995      -2.19837      -1.28322       0.00000       19.2993    
  0.158485E-02  -16.7124       25.6288       44.4540       25.5959       44.4228      0.328366E-01  0.312243E-01   70.0188       27.8512       27.8838       17.8735      -2.25523      -1.33433       0.00000       17.8733    
  0.173775E-02  -19.6501       23.6543       41.1743       23.6194       41.1419      0.349915E-01  0.324091E-01   64.7613       25.9153       25.9489       16.5662      -2.29600      -1.37299       0.00000       16.5660    
  0.190540E-02  -22.1608       21.8298       38.1377       21.7925       38.1041      0.372995E-01  0.336405E-01   59.8966       24.1168       24.1513       15.3549      -2.32433      -1.40202       0.00000       15.3548    
  0.208923E-02  -24.4192       20.0943       35.2454       20.0545       35.2105      0.397016E-01  0.349004E-01   55.2651       22.3999       22.4353       14.2007      -2.34534      -1.42539       0.00000       14.2006    
  0.229079E-02  -26.1637       18.5455       32.6564       18.5031       32.6201      0.423395E-01  0.362290E-01   51.1233       20.8548       20.8912       13.1664      -2.35162      -1.43735       0.00000       13.1663    
  0.251180E-02  -27.6839       17.0814       30.2050       17.0363       30.1674      0.451096E-01  0.375944E-01   47.2037       19.3879       19.4253       12.1866      -2.35158      -1.44442       0.00000       12.1865    
  0.275413E-02  -28.9540       15.7117       27.9071       15.6637       27.8681      0.480270E-01  0.390011E-01   43.5318       18.0082       18.0467       11.2676      -2.34451      -1.44605       0.00000       11.2675    
  0.301984E-02  -29.8692       14.4820       25.8370       14.4308       25.7965      0.512142E-01  0.404798E-01   40.2273       16.7584       16.7979       10.4388      -2.32767      -1.44012       0.00000       10.4387    
  0.331118E-02  -30.6381       13.3117       23.8638       13.2572       23.8218      0.545342E-01  0.419931E-01   37.0790       15.5641       15.6047       9.64834      -2.30688      -1.43112       0.00000       9.64828    
  0.363064E-02  -31.1588       12.2441       22.0580       12.1860       22.0144      0.580988E-01  0.435691E-01   34.2004       14.4655       14.5072       8.92422      -2.27946      -1.41698       0.00000       8.92417    
  0.398091E-02  -31.4814       11.2629       20.3932       11.2010       20.3480      0.619177E-01  0.452077E-01   31.5489       13.4479       13.4908       8.25605      -2.24693      -1.39886       0.00000       8.25602    
  0.436498E-02  -31.6910       10.3316       18.8098       10.2657       18.7629      0.658902E-01  0.468837E-01   29.0286       12.4772       12.5212       7.62020      -2.21151      -1.37848       0.00000       7.62018    
  0.478610E-02  -31.6782       9.50335       17.3951       9.43311       17.3465      0.702375E-01  0.486483E-01   26.7796       11.6037       11.6490       7.05129      -2.17061      -1.35383       0.00000       7.05129    
  0.524785E-02  -31.5671       8.72405       16.0605       8.64924       16.0101      0.748043E-01  0.504628E-01   24.6593       10.7767       10.8232       6.51420      -2.12744      -1.32738       0.00000       6.51421    
  0.575415E-02  -31.3529       7.99602       14.8099       7.91642       14.7576      0.796011E-01  0.523296E-01   22.6740       9.99832       10.0462       6.01048      -2.08189      -1.29905       0.00000       6.01051    
  0.630929E-02  -30.9917       7.34729       13.6895       7.26246       13.6352      0.848366E-01  0.542923E-01   20.8976       9.29568       9.34485       5.55850      -2.03322      -1.26821       0.00000       5.55855    
  0.691799E-02  -30.5734       6.73147       12.6231       6.64119       12.5668      0.902841E-01  0.563002E-01   19.2080       8.62463       8.67515       5.12803      -1.98344      -1.23648       0.00000       5.12810    
  0.758542E-02  -30.0612       6.17136       11.6483       6.07524       11.5899      0.961113E-01  0.583880E-01   17.6651       8.00714       8.05907       4.73401      -1.93190      -1.20329       0.00000       4.73409    
  0.831724E-02  -29.4759       5.66004       10.7538       5.55769       10.6933      0.102348      0.605592E-01   16.2509       7.43692       7.49029       4.37200      -1.87923      -1.16914       0.00000       4.37210    
  0.911966E-02  -28.8645       5.17411       9.90157       5.06529       9.83875      0.108823      0.628154E-01   14.9040       6.89182       6.94668       4.02682      -1.82654      -1.13488       0.00000       4.02694    
  0.999950E-02  -28.3058       4.72598       9.11482       4.61015       9.04931      0.115838      0.655099E-01   13.6595       6.38806       6.44466       3.70799      -1.77792      -1.10348       0.00000       3.70813    
  0.109642E-01  -27.6458       4.30996       8.37932       4.18683       8.31123      0.123132      0.680925E-01   12.4981       5.91306       5.97134       3.40943      -1.72623      -1.06970       0.00000       3.40959    
  0.120220E-01  -26.8688       3.94369       7.72430       3.81273       7.65369      0.130956      0.706140E-01   11.4664       5.48430       5.54422       3.14283      -1.67157      -1.03353       0.00000       3.14300    
  0.131819E-01  -26.0650       3.60931       7.12214       3.47004       7.04891      0.139269      0.732294E-01   10.5190       5.08718       5.14878       2.89734      -1.61714      -.997407       0.00000       2.89754    
  0.144536E-01  -25.2414       3.30402       6.56824       3.15593       6.49229      0.148092      0.759407E-01   9.64822       4.71906       4.78240       2.67114      -1.56314      -.961457       0.00000       2.67135    
  0.158481E-01  -24.4051       3.02369       6.05580       2.86628       5.97705      0.157409      0.787439E-01   8.84333       4.37596       4.44109       2.46152      -1.50969      -.925786       0.00000       2.46175    
  0.173770E-01  -23.5606       2.76657       5.58196       2.59933       5.50032      0.167243      0.816415E-01   8.09965       4.05625       4.12321       2.26734      -1.45691      -.890485       0.00000       2.26759    
  0.190535E-01  -22.7123       2.53299       5.14727       2.35532       5.06262      0.177669      0.846462E-01   7.41794       3.76034       3.82920       2.08883      -1.40502      -.855685       0.00000       2.08910    
  0.208917E-01  -21.8646       2.32061       4.74787       2.13192       4.66012      0.188697      0.877587E-01   6.79203       3.48599       3.55682       1.92447      -1.35408      -.821455       0.00000       1.92475    
  0.229073E-01  -21.0212       2.12657       4.37900       1.92625       4.28803      0.200310      0.909749E-01   6.21428       3.23037       3.30321       1.77233      -1.30411      -.787815       0.00000       1.77263    
  0.251174E-01  -20.1849       1.94959       4.03856       1.73706       3.94426      0.212528      0.942978E-01   5.68132       2.99224       3.06716       1.63159      -1.25518      -.754810       0.00000       1.63191    
  0.275406E-01  -19.3596       1.79004       3.72712       1.56461       3.62938      0.225436      0.977416E-01   5.19398       2.77203       2.84910       1.50249      -1.20742      -.722547       0.00000       1.50282    
  0.301976E-01  -18.5476       1.64606       3.44156       1.40703       3.34025      0.239030      0.101306       4.74728       2.56787       2.64716       1.38378      -1.16084      -.691029       0.00000       1.38412    
  0.331110E-01  -17.7500       1.51567       3.17857       1.26239       3.07358      0.253286      0.104986       4.33597       2.37775       2.45933       1.27413      -1.11537      -.660229       0.00000       1.27448    
  0.363055E-01  -16.9683       1.39799       2.93664       1.12977       2.82786      0.268217      0.108785       3.95763       2.20077       2.28470       1.17294      -1.07100      -.630153       0.00000       1.17331    
  0.398081E-01  -16.2057       1.29343       2.71640       1.00952       2.60368      0.283909      0.112720       3.61320       2.03735       2.12372       1.08047      -1.02783      -.600881       0.00000       1.08084    
  0.436487E-01  -15.4625       1.20051       2.51535      0.900178       2.39856      0.300335      0.116788       3.29874       1.88595       1.97484      0.995716      -.985771      -.572369       0.00000      0.996098    
  0.478598E-01  -14.7382       1.11790       2.33122      0.800444       2.21024      0.317456      0.120984       3.01068       1.74516       1.83665      0.917771      -.944717      -.544563       0.00000      0.918157    
  0.524772E-01  -14.0332       1.04498       2.16296      0.709710       2.03765      0.335268      0.125311       2.74736       1.61433       1.70850      0.846210      -.904616      -.517446       0.00000      0.846600    
  0.575400E-01  -13.3499      0.982181       2.01120      0.628342       1.88141      0.353840      0.129788       2.50975       1.49385       1.59080      0.781296      -.865506      -.491073       0.00000      0.781687    
  0.630913E-01  -12.6869      0.928323       1.87395      0.555219       1.73955      0.373104      0.134410       2.29476       1.38247       1.48230      0.722228      -.827255      -.465375       0.00000      0.722619    
  0.691782E-01  -12.0429      0.882455       1.74964      0.489457       1.61047      0.392998      0.139170       2.09993       1.27921       1.38200      0.668374      -.789748      -.440292       0.00000      0.668762    
  0.758523E-01  -11.4175      0.844122       1.63751      0.430640       1.49343      0.413482      0.144073       1.92407       1.18355       1.28942      0.619430      -.752913      -.415800       0.00000      0.619812    
  0.831703E-01  -10.8122      0.813695       1.53814      0.379133       1.38901      0.434562      0.149137       1.76814       1.09588       1.20493      0.575640      -.716746      -.391941       0.00000      0.576015    
  0.911943E-01  -10.2247      0.790131       1.44990      0.334014       1.29555      0.456117      0.154353       1.62956       1.01514       1.12749      0.536340      -.681124      -.368645       0.00000      0.536706    
  0.999925E-01  -9.64889      0.771410       1.37313      0.293182       1.21175      0.478229      0.161378       1.50494      0.939712       1.05646      0.500963      -.646530      -.346031       0.00000      0.501322    
  0.109639      -9.09136      0.759028       1.30513      0.258503       1.13735      0.500525      0.167787       1.39585      0.870562      0.991377      0.469462      -.612059      -.323841       0.00000      0.469810    
  0.120217      -8.55251      0.753021       1.24633      0.230141       1.07266      0.522880      0.173675       1.30280      0.807871      0.932472      0.441979      -.577730      -.302126       0.00000      0.442313    
  0.131815      -8.02779      0.751760       1.19582      0.206582       1.01609      0.545177      0.179733       1.22267      0.750296      0.878821      0.417845      -.543714      -.280896       0.00000      0.418162    
  0.144533      -7.51696      0.754868       1.15332      0.187677      0.967350      0.567191      0.185970       1.15503      0.697671      0.830268      0.396952      -.509994      -.260168       0.00000      0.397250    
  0.158477      -7.01867      0.761546       1.11787      0.172865      0.925493      0.588682      0.192376       1.09836      0.649407      0.786224      0.378913      -.476542      -.239922       0.00000      0.379192    
  0.173766      -6.53280      0.771270       1.08917      0.161964      0.890210      0.609306      0.198959       1.05217      0.605334      0.746527      0.363610      -.443370      -.220186       0.00000      0.363869    
  0.190530      -6.05815      0.783175       1.06628      0.154423      0.860578      0.628752      0.205704       1.01500      0.564898      0.710620      0.350670      -.410475      -.200948       0.00000      0.350907    
  0.208912      -5.59471      0.796527       1.04885      0.150014      0.836238      0.646514      0.212612      0.986252      0.527914      0.678322      0.339952      -.377900      -.182251       0.00000      0.340167    
  0.229067      -5.14146      0.810375       1.03595      0.148187      0.816290      0.662188      0.219663      0.964477      0.493855      0.649097      0.331090      -.345668      -.164090       0.00000      0.331283    
  0.251167      -4.69855      0.823702       1.02712      0.148649      0.800277      0.675053      0.226845      0.948926      0.462505      0.622725      0.323906      -.313856      -.146524       0.00000      0.324076    
  0.275399      -4.26511      0.835443       1.02142      0.150846      0.787301      0.684596      0.234123      0.938147      0.433356      0.598678      0.318031      -.282510      -.129557       0.00000      0.318180    
  0.301969      -3.84153      0.844196       1.01821      0.154388      0.776745      0.689807      0.241462      0.931134      0.406140      0.576663      0.313223      -.251751      -.113268       0.00000      0.313350    
  0.331102      -3.42724      0.848757       1.01646      0.158703      0.767665      0.690054      0.248800      0.926368      0.380357      0.556135      0.309094      -.221654      -.976708E-01   0.00000      0.309201    
  0.363046      -3.02304      0.847216       1.01522      0.163254      0.759177      0.683962      0.256046      0.922431      0.355652      0.536671      0.305292      -.192398      -.828745E-01   0.00000      0.305380    
  0.398071      -2.62886      0.838209       1.01329      0.167424      0.750212      0.670785      0.263083      0.917636      0.331517      0.517668      0.301378      -.164093      -.689056E-01   0.00000      0.301449    
  0.436476      -2.24257      0.819829       1.02325      0.170244      0.746253      0.649585      0.276997      0.916497      0.307639      0.502666      0.299514      -.137395      -.559850E-01   0.00000      0.299572    
  0.478586      -1.87370      0.789294       1.01729      0.171508      0.733350      0.617786      0.283943      0.904858      0.283219      0.483168      0.294170      -.111711      -.440314E-01   0.00000      0.294214    
  0.524759      -1.52009      0.744598       1.00562      0.170018      0.715625      0.574580      0.289997      0.885642      0.257750      0.461891      0.286952      -.877327E-01  -.332491E-01   0.00000      0.286983    
  0.575386      -1.18519      0.683386      0.985426      0.164764      0.690862      0.518623      0.294564      0.855626      0.230568      0.437658      0.276959      -.658045E-01  -.237764E-01   0.00000      0.276981    
  0.630897      -.873889      0.603503      0.952892      0.154621      0.656214      0.448882      0.296679      0.810835      0.200952      0.408924      0.263036      -.463304E-01  -.157606E-01   0.00000      0.263050    
  0.691764      -.592958      0.503467      0.902532      0.138386      0.607847      0.365082      0.294685      0.746233      0.168150      0.373556      0.243628      -.297642E-01  -.934425E-02   0.00000      0.243636    
  0.758504      -.350571      0.384033      0.849799      0.115279      0.551487      0.268754      0.298312      0.666765      0.131950      0.335135      0.220997      -.166716E-01  -.464938E-02   0.00000      0.221001    
  0.831682      -.161367      0.247759      0.737083      0.837261E-01  0.458241      0.164033      0.278842      0.541967      0.909782E-01  0.276336      0.183575      -.725213E-02  -.167168E-02   0.00000      0.183577    
  0.911920      -.394357E-01  0.106978      0.546513      0.439197E-01  0.316834      0.630586E-01  0.229680      0.360753      0.457253E-01  0.190267      0.126847      -.180562E-02  -.280081E-03   0.00000      0.126847    
  0.999900      -.372383E-05  0.574037E-04  0.119094E-02  0.367259E-04  0.584356E-03  0.206779E-04  0.606582E-03  0.621082E-03  0.370316E-04  0.350612E-03  0.233759E-03  -.305782E-06  -.147708E-07   0.00000      0.233759E-03
