   3.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03  0.845577      0.609653       1.10683      0.605608       1.10596      0.404522E-02  0.870057E-03   1.71157      0.639586      0.639363      0.466644      -.339783E-01   0.00000       0.00000      0.466596    
  0.109648E-03   1.02102      0.604178       1.09366      0.599843       1.09272      0.433544E-02  0.938375E-03   1.69256      0.631961      0.631720      0.461046      -.321185E-01   0.00000       0.00000      0.460997    
  0.120226E-03   1.18253      0.598722       1.08054      0.594062       1.07952      0.466033E-02  0.101629E-02   1.67359      0.624381      0.624120      0.455455      -.303196E-01   0.00000       0.00000      0.455405    
  0.131825E-03   1.33859      0.593280       1.06746      0.588278       1.06636      0.500134E-02  0.109878E-02   1.65464      0.616823      0.616539      0.449870      -.285444E-01   0.00000       0.00000      0.449820    
  0.144543E-03   1.48684      0.587857       1.05442      0.582492       1.05323      0.536544E-02  0.118781E-02   1.63572      0.609295      0.608987      0.444294      -.268030E-01   0.00000       0.00000      0.444242    
  0.158489E-03   1.62491      0.582472       1.04145      0.576707       1.04016      0.576533E-02  0.128728E-02   1.61687      0.601812      0.601478      0.438733      -.251055E-01   0.00000       0.00000      0.438681    
  0.173779E-03   1.75809      0.577109       1.02851      0.570925       1.02712      0.618410E-02  0.139232E-02   1.59805      0.594354      0.593992      0.433182      -.234290E-01   0.00000       0.00000      0.433129    
  0.190545E-03   1.88203      0.571793       1.01566      0.565152       1.01415      0.664145E-02  0.150890E-02   1.57930      0.586944      0.586551      0.427651      -.217921E-01   0.00000       0.00000      0.427597    
  0.208928E-03   1.99907      0.566522       1.00287      0.559389       1.00123      0.713309E-02  0.163601E-02   1.56062      0.579574      0.579148      0.422137      -.201849E-01   0.00000       0.00000      0.422083    
  0.229085E-03   2.11165      0.561281      0.990121      0.553634      0.988351      0.764716E-02  0.177002E-02   1.54199      0.572230      0.571770      0.416636      -.185968E-01   0.00000       0.00000      0.416581    
  0.251186E-03   2.21398      0.556123      0.977490      0.547901      0.975567      0.822175E-02  0.192312E-02   1.52347      0.564954      0.564454      0.411168      -.170530E-01   0.00000       0.00000      0.411113    
  0.275420E-03   2.31209      0.551007      0.964913      0.542181      0.962827      0.882596E-02  0.208585E-02   1.50501      0.557708      0.557167      0.405716      -.155276E-01   0.00000       0.00000      0.405660    
  0.301992E-03   2.40455      0.545947      0.952409      0.536477      0.950147      0.947002E-02  0.226150E-02   1.48662      0.550504      0.549918      0.400285      -.140270E-01   0.00000       0.00000      0.400229    
  0.331127E-03   2.48927      0.540979      0.940015      0.530800      0.937557      0.101787E-01  0.245871E-02   1.46836      0.543361      0.542725      0.394888      -.125608E-01   0.00000       0.00000      0.394832    
  0.363073E-03   2.57037      0.536059      0.927678      0.525138      0.925011      0.109209E-01  0.266733E-02   1.45015      0.536249      0.535560      0.389507      -.111108E-01   0.00000       0.00000      0.389451    
  0.398101E-03   2.64475      0.531233      0.915450      0.519503      0.912552      0.117301E-01  0.289894E-02   1.43205      0.529194      0.528449      0.384159      -.969158E-02   0.00000       0.00000      0.384103    
  0.436509E-03   2.71388      0.526494      0.903317      0.513893      0.900165      0.126015E-01  0.315253E-02   1.41406      0.522190      0.521382      0.378839      -.829704E-02   0.00000       0.00000      0.378783    
  0.478622E-03   2.77970      0.521811      0.891244      0.508298      0.887824      0.135128E-01  0.342027E-02   1.39612      0.515216      0.514343      0.373537      -.691815E-02   0.00000       0.00000      0.373482    
  0.524798E-03   2.83806      0.517272      0.879321      0.502742      0.875595      0.145294E-01  0.372633E-02   1.37834      0.508318      0.507371      0.368279      -.557590E-02   0.00000       0.00000      0.368224    
  0.575429E-03   2.89320      0.512805      0.867469      0.497205      0.863417      0.156003E-01  0.405272E-02   1.36062      0.501455      0.500429      0.363042      -.425031E-02   0.00000       0.00000      0.362987    
  0.630945E-03   2.94425      0.508430      0.855708      0.491690      0.851303      0.167396E-01  0.440478E-02   1.34299      0.494636      0.493526      0.357830      -.294575E-02   0.00000       0.00000      0.357777    
  0.691816E-03   2.98951      0.504205      0.844088      0.486210      0.839286      0.179951E-01  0.480170E-02   1.32550      0.487883      0.486681      0.352658      -.167298E-02   0.00000       0.00000      0.352606    
  0.758561E-03   3.03209      0.500056      0.832537      0.480746      0.827315      0.193101E-01  0.522202E-02   1.30806      0.481162      0.479862      0.347505      -.415420E-03   0.00000       0.00000      0.347453    
