   100.000000             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03   36.1832       2.92080       3.81000       2.90677       3.80187      0.140347E-01  0.812694E-02   6.70863       1.68828       1.64246       1.60631       1.21849      0.553091       0.00000    
  0.109648E-03   35.1734       2.85011       3.71538       2.83523       3.70676      0.148855E-01  0.861508E-02   6.54199       1.64896       1.60273       1.56800       1.18627      0.536028       0.00000    
  0.120226E-03   34.1870       2.78090       3.62272       2.76511       3.61359      0.157853E-01  0.913027E-02   6.37870       1.61038       1.56378       1.53041       1.15473      0.519390       0.00000    
  0.131825E-03   33.2231       2.71310       3.53195       2.69635       3.52227      0.167417E-01  0.968115E-02   6.21862       1.57250       1.52559       1.49352       1.12386      0.503158       0.00000    
  0.144543E-03   32.2816       2.64672       3.44308       2.62896       3.43281      0.177532E-01  0.102656E-01   6.06178       1.53532       1.48816       1.45732       1.09364      0.487334       0.00000    
  0.158489E-03   31.3619       2.58172       3.35605       2.56290       3.34517      0.188205E-01  0.108816E-01   5.90807       1.49883       1.45148       1.42179       1.06407      0.471901       0.00000    
  0.173779E-03   30.4638       2.51811       3.27088       2.49817       3.25935      0.199432E-01  0.115292E-01   5.75752       1.46304       1.41556       1.38693       1.03513      0.456862       0.00000    
  0.190545E-03   29.5865       2.45584       3.18749       2.43470       3.17528      0.211356E-01  0.122158E-01   5.60998       1.42790       1.38037       1.35272       1.00681      0.442195       0.00000    
  0.208928E-03   28.7299       2.39490       3.10589       2.37251       3.09295      0.223982E-01  0.129414E-01   5.46545       1.39341       1.34590       1.31914      0.979094      0.427903       0.00000    
  0.229085E-03   27.8934       2.33527       3.02603       2.31154       3.01232      0.237340E-01  0.137089E-01   5.32386       1.35957       1.31216       1.28619      0.951970      0.413971       0.00000    
  0.251186E-03   27.0769       2.27694       2.94792       2.25180       2.93340      0.251419E-01  0.145181E-01   5.18520       1.32636       1.27914       1.25386      0.925436      0.400398       0.00000    
  0.275420E-03   26.2797       2.21987       2.87151       2.19324       2.85614      0.266303E-01  0.153737E-01   5.04938       1.29377       1.24683       1.22214      0.899470      0.387172       0.00000    
  0.301992E-03   25.5015       2.16406       2.79678       2.13585       2.78050      0.282022E-01  0.162780E-01   4.91635       1.26179       1.21522       1.19100      0.874062      0.374285       0.00000    
