   1.89999998             101          14   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph 
  0.100000E-03  -1.55540      0.518706      0.859316      0.515508      0.858981      0.319727E-02  0.335963E-03   1.37449      0.515508      0.515388      0.343592       0.00000       0.00000       0.00000    
  0.109648E-03  -1.38489      0.512985      0.849396      0.509546      0.849026      0.343898E-02  0.370085E-03   1.35857      0.509546      0.509416      0.339611       0.00000       0.00000       0.00000    
  0.120226E-03  -1.22461      0.507398      0.839653      0.503687      0.839243      0.371093E-02  0.410036E-03   1.34293      0.503687      0.503546      0.335697       0.00000       0.00000       0.00000    
  0.131825E-03  -1.06832      0.501868      0.829982      0.497871      0.829529      0.399700E-02  0.452820E-03   1.32740      0.497871      0.497718      0.331812       0.00000       0.00000       0.00000    
  0.144543E-03  -.917764      0.496418      0.820414      0.492114      0.819914      0.430328E-02  0.499660E-03   1.31203      0.492114      0.491949      0.327966       0.00000       0.00000       0.00000    
  0.158489E-03  -.774674      0.491080      0.810986      0.486439      0.810433      0.464103E-02  0.553076E-03   1.29687      0.486439      0.486260      0.324173       0.00000       0.00000       0.00000    
  0.173779E-03  -.635166      0.485799      0.801626      0.480804      0.801016      0.499542E-02  0.610049E-03   1.28182      0.480804      0.480609      0.320406       0.00000       0.00000       0.00000    
  0.190545E-03  -.502427      0.480629      0.792398      0.475245      0.791723      0.538386E-02  0.674430E-03   1.26697      0.475245      0.475034      0.316689       0.00000       0.00000       0.00000    
  0.208928E-03  -.374748      0.475547      0.783272      0.469745      0.782526      0.580270E-02  0.745694E-03   1.25227      0.469745      0.469516      0.313010       0.00000       0.00000       0.00000    
  0.229085E-03  -.250346      0.470524      0.774213      0.464282      0.773391      0.624142E-02  0.821474E-03   1.23767      0.464282      0.464035      0.309357       0.00000       0.00000       0.00000    
  0.251186E-03  -.133452      0.465644      0.765312      0.458910      0.764402      0.673399E-02  0.909951E-03   1.22331      0.458910      0.458641      0.305761       0.00000       0.00000       0.00000    
  0.275420E-03  -.196503E-01  0.460829      0.756479      0.453576      0.755474      0.725303E-02  0.100493E-02   1.20905      0.453576      0.453285      0.302190       0.00000       0.00000       0.00000    
  0.301992E-03  0.899939E-01  0.456100      0.747738      0.448293      0.746629      0.780765E-02  0.110864E-02   1.19492      0.448293      0.447978      0.298652       0.00000       0.00000       0.00000    
  0.331127E-03  0.193967      0.451502      0.739127      0.443082      0.737899      0.842020E-02  0.122717E-02   1.18098      0.443082      0.442740      0.295160       0.00000       0.00000       0.00000    
  0.363073E-03  0.295276      0.446968      0.730578      0.437905      0.729224      0.906294E-02  0.135360E-02   1.16713      0.437905      0.437534      0.291690       0.00000       0.00000       0.00000    
  0.398101E-03  0.391641      0.442558      0.722147      0.432792      0.720651      0.976597E-02  0.149608E-02   1.15344      0.432792      0.432390      0.288260       0.00000       0.00000       0.00000    
  0.436509E-03  0.484143      0.438255      0.713812      0.427730      0.712158      0.105252E-01  0.165415E-02   1.13989      0.427730      0.427295      0.284863       0.00000       0.00000       0.00000    
  0.478622E-03  0.574210      0.434021      0.705539      0.422701      0.703717      0.113205E-01  0.182225E-02   1.12642      0.422701      0.422230      0.281487       0.00000       0.00000       0.00000    
  0.524798E-03  0.658771      0.429957      0.697409      0.417746      0.695391      0.122113E-01  0.201793E-02   1.11314      0.417746      0.417235      0.278157       0.00000       0.00000       0.00000    
