   8317.00000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   81.6796       6.62537       9.46078       6.61119       9.45498      0.141736E-01  0.579792E-02   16.0662       3.60080       3.60003       3.44734       3.01039       2.40781       0.00000       3.44714    
  0.109648E-03   78.7850       6.42057       9.16424       6.40555       9.15808      0.150191E-01  0.615404E-02   15.5636       3.49358       3.49275       3.34191       2.91198       2.32363       0.00000       3.34171    
  0.120226E-03   76.0123       6.22333       8.87872       6.20738       8.87217      0.159462E-01  0.654710E-02   15.0796       3.39013       3.38924       3.24024       2.81725       2.24290       0.00000       3.24003    
  0.131825E-03   73.2890       6.02916       8.59769       6.01225       8.59073      0.169104E-01  0.695710E-02   14.6030       3.28823       3.28728       3.14009       2.72402       2.16357       0.00000       3.13988    
  0.144543E-03   70.6362       5.83941       8.32308       5.82148       8.31568      0.179278E-01  0.739138E-02   14.1372       3.18854       3.18752       3.04213       2.63294       2.08625       0.00000       3.04192    
  0.158489E-03   68.0782       5.65563       8.05715       5.63661       8.04929      0.190256E-01  0.786281E-02   13.6859       3.09185       3.09075       2.94714       2.54476       2.01162       0.00000       2.94693    
  0.173779E-03   65.5666       5.47479       7.79548       5.45462       7.78713      0.201652E-01  0.835368E-02   13.2418       2.99662       2.99544       2.85360       2.45800       1.93830       0.00000       2.85339    
  0.190545E-03   63.1435       5.29959       7.54199       5.27820       7.53310      0.213894E-01  0.888405E-02   12.8113       2.90421       2.90294       2.76286       2.37399       1.86751       0.00000       2.76265    
  0.208928E-03   60.7887       5.12877       7.29482       5.10608       7.28537      0.226869E-01  0.944909E-02   12.3914       2.81399       2.81263       2.67429       2.29209       1.79865       0.00000       2.67408    
  0.229085E-03   58.4781       4.96079       7.05175       4.93676       7.04171      0.240323E-01  0.100368E-01   11.9785       2.72519       2.72374       2.58712       2.21157       1.73106       0.00000       2.58692    
  0.251186E-03   56.2717       4.79957       6.81841       4.77407       6.80772      0.255038E-01  0.106848E-01   11.5818       2.63976       2.63820       2.50329       2.13431       1.66643       0.00000       2.50309    
  0.275420E-03   54.1093       4.64123       6.58920       4.61419       6.57784      0.270356E-01  0.113620E-01   11.1920       2.55576       2.55409       2.42088       2.05843       1.60307       0.00000       2.42069    
  0.301992E-03   52.0061       4.48676       6.36556       4.45812       6.35348      0.286482E-01  0.120783E-01   10.8116       2.47369       2.47190       2.34039       1.98443       1.54139       0.00000       2.34019    
  0.331127E-03   49.9860       4.33778       6.14976       4.30739       6.13690      0.303887E-01  0.128573E-01   10.4443       2.39434       2.39242       2.26258       1.91305       1.48209       0.00000       2.26240    
  0.363073E-03   48.0054       4.19142       5.93771       4.15923       5.92404      0.321944E-01  0.136686E-01   10.0833       2.31629       2.31424       2.18607       1.84293       1.42391       0.00000       2.18589    
  0.398101E-03   46.0991       4.05001       5.73272       4.01588       5.71818      0.341291E-01  0.145439E-01   9.73406       2.24070       2.23850       2.11199       1.77518       1.36787       0.00000       2.11181    
  0.436509E-03   44.2522       3.91259       5.53341       3.87641       5.51793      0.361803E-01  0.154779E-01   9.39435       2.16708       2.16472       2.03986       1.70934       1.31352       0.00000       2.03969    
  0.478622E-03   42.4429       3.77771       5.33770       3.73940       5.32125      0.383058E-01  0.164494E-01   9.06065       2.09470       2.09219       1.96897       1.64470       1.26025       0.00000       1.96880    
  0.524798E-03   40.7204       3.64872       5.15033       3.60809       5.13281      0.406231E-01  0.175186E-01   8.74090       2.02523       2.02254       1.90095       1.58286       1.20947       0.00000       1.90079    
  0.575429E-03   39.0364       3.52236       4.96668       3.47932       4.94804      0.430362E-01  0.186375E-01   8.42737       1.95706       1.95418       1.83421       1.52227       1.15979       0.00000       1.83406    
  0.630945E-03   37.4010       3.39933       4.78774       3.35376       4.76792      0.455703E-01  0.198190E-01   8.12168       1.89052       1.88745       1.76910       1.46325       1.11151       0.00000       1.76896    
  0.691816E-03   35.8366       3.28122       4.61569       3.23292       4.59459      0.483037E-01  0.211050E-01   7.82751       1.82637       1.82310       1.70635       1.40654       1.06527       0.00000       1.70622    
  0.758561E-03   34.3053       3.16541       4.44688       3.11427       4.42444      0.511370E-01  0.224440E-01   7.53871       1.76335       1.75986       1.64472       1.35092       1.01998       0.00000       1.64460    
  0.831745E-03   32.8348       3.05385       4.28402       2.99969       4.26014      0.541627E-01  0.238853E-01   7.25983       1.70240       1.69867       1.58514       1.29728      0.976443       0.00000       1.58503    
  0.911989E-03   31.4150       2.94587       4.12615       2.88850       4.10073      0.573689E-01  0.254243E-01   6.98923       1.64318       1.63920       1.52727       1.24532      0.934363       0.00000       1.52717    
  0.999975E-03   30.0264       2.84009       3.97136       2.77941       3.94433      0.606880E-01  0.270244E-01   6.72374       1.58503       1.58079       1.47045       1.19438      0.893182       0.00000       1.47037    
  0.109645E-02   28.7086       2.73937       3.82357       2.67508       3.79479      0.642909E-01  0.287801E-01   6.46987       1.52931       1.52478       1.41604       1.14577      0.854043       0.00000       1.41597    
  0.120223E-02   27.4237       2.64102       3.67906       2.57298       3.64844      0.680421E-01  0.306184E-01   6.22142       1.47472       1.46990       1.36275       1.09826      0.815853       0.00000       1.36269    
  0.131822E-02   26.1779       2.54549       3.53844       2.47352       3.50589      0.719691E-01  0.325546E-01   5.97940       1.42148       1.41634       1.31080       1.05204      0.778789       0.00000       1.31075    
  0.144540E-02   24.9914       2.45429       3.40377       2.37809       3.36911      0.761967E-01  0.346610E-01   5.74720       1.37030       1.36482       1.26088       1.00780      0.743442       0.00000       1.26085    
  0.158485E-02   23.8321       2.36508       3.27183       2.28451       3.23498      0.805722E-01  0.368519E-01   5.51949       1.32005       1.31423       1.21189      0.964457      0.708879       0.00000       1.21187    
  0.173775E-02   22.7216       2.27947       3.14481       2.19425       3.10561      0.852246E-01  0.392021E-01   5.29986       1.27150       1.26531       1.16457      0.922748      0.675727       0.00000       1.16457    
  0.190540E-02   21.6533       2.19703       3.02208       2.10689       2.98037      0.901459E-01  0.417094E-01   5.08726       1.22443       1.21784       1.11872      0.882457      0.643801       0.00000       1.11873    
  0.208923E-02   20.6105       2.11649       2.90194       2.02126       2.85763      0.952319E-01  0.443133E-01   4.87888       1.17824       1.17125       1.07374      0.843017      0.612610       0.00000       1.07377    
