   5.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   4.22577      0.897642       1.38221      0.892651       1.38065      0.499068E-02  0.155828E-02   2.27331      0.773983      0.773702      0.607038      0.118668       0.00000       0.00000      0.606953    
  0.109648E-03   4.37136      0.887670       1.36460      0.882335       1.36293      0.533472E-02  0.167078E-02   2.24526      0.764163      0.763859      0.599158      0.118172       0.00000       0.00000      0.599071    
  0.120226E-03   4.49970      0.877615       1.34694      0.871897       1.34515      0.571828E-02  0.179757E-02   2.21704      0.754333      0.754002      0.591232      0.117564       0.00000       0.00000      0.591144    
  0.131825E-03   4.62133      0.867540       1.32928      0.861419       1.32735      0.612014E-02  0.193110E-02   2.18877      0.744505      0.744147      0.583295      0.116915       0.00000       0.00000      0.583205    
  0.144543E-03   4.73335      0.857435       1.31162      0.850887       1.30954      0.654821E-02  0.207427E-02   2.16043      0.734681      0.734293      0.575340      0.116206       0.00000       0.00000      0.575249    
  0.158489E-03   4.83295      0.847316       1.29397      0.840300       1.29173      0.701676E-02  0.223258E-02   2.13203      0.724873      0.724453      0.567372      0.115427       0.00000       0.00000      0.567280    
  0.173779E-03   4.92659      0.837197       1.27633      0.829691       1.27393      0.750661E-02  0.239894E-02   2.10362      0.715077      0.714622      0.559402      0.114614       0.00000       0.00000      0.559309    
  0.190545E-03   5.00905      0.827089       1.25873      0.819049       1.25615      0.803990E-02  0.258184E-02   2.07520      0.705307      0.704814      0.551431      0.113742       0.00000       0.00000      0.551337    
  0.208928E-03   5.08321      0.817006       1.24118      0.808395       1.23840      0.861167E-02  0.277965E-02   2.04680      0.695565      0.695031      0.543468      0.112830       0.00000       0.00000      0.543372    
  0.229085E-03   5.15199      0.806941       1.22366      0.797733       1.22068      0.920860E-02  0.298722E-02   2.01841      0.685842      0.685264      0.535509      0.111891       0.00000       0.00000      0.535413    
  0.251186E-03   5.20858      0.796944       1.20624      0.787071       1.20302      0.987314E-02  0.322148E-02   1.99009      0.676173      0.675547      0.527572      0.110898       0.00000       0.00000      0.527475    
  0.275420E-03   5.26018      0.786988       1.18888      0.776418       1.18541      0.105707E-01  0.346901E-02   1.96182      0.666533      0.665856      0.519648      0.109885       0.00000       0.00000      0.519552    
  0.301992E-03   5.30509      0.777087       1.17158      0.765775       1.16784      0.113125E-01  0.373436E-02   1.93362      0.656931      0.656198      0.511744      0.108844       0.00000       0.00000      0.511647    
  0.331127E-03   5.34097      0.767286       1.15440      0.755160       1.15037      0.121260E-01  0.402905E-02   1.90553      0.647390      0.646596      0.503874      0.107771       0.00000       0.00000      0.503777    
  0.363073E-03   5.37263      0.757540       1.13729      0.744564       1.13295      0.129766E-01  0.433915E-02   1.87751      0.637881      0.637023      0.496022      0.106683       0.00000       0.00000      0.495925    
  0.398101E-03   5.39650      0.747906       1.12030      0.734004       1.11562      0.139012E-01  0.468013E-02   1.84962      0.628435      0.627506      0.488208      0.105570       0.00000       0.00000      0.488112    
  0.436509E-03   5.41437      0.738378       1.10342      0.723484       1.09837      0.148942E-01  0.505024E-02   1.82186      0.619045      0.618040      0.480429      0.104439       0.00000       0.00000      0.480334    
  0.478622E-03   5.42846      0.728920       1.08662      0.712989       1.08118      0.159310E-01  0.543908E-02   1.79417      0.609690      0.608606      0.472674      0.103299       0.00000       0.00000      0.472579    
