   5.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   4.42850      0.905880       1.39158      0.900736       1.39026      0.514396E-02  0.131841E-02   2.29100      0.780014      0.779738      0.610612      0.120722       0.00000       0.00000      0.610527    
  0.109648E-03   4.54939      0.895230       1.37329      0.889733       1.37188      0.549707E-02  0.141353E-02   2.26161      0.769841      0.769542      0.602424      0.119892       0.00000       0.00000      0.602337    
  0.120226E-03   4.65528      0.884564       1.35502      0.878673       1.35350      0.589052E-02  0.152095E-02   2.23218      0.759693      0.759368      0.594224      0.118980       0.00000       0.00000      0.594136    
  0.131825E-03   4.75533      0.873903       1.33678      0.867600       1.33514      0.630265E-02  0.163418E-02   2.20274      0.749560      0.749208      0.586025      0.118040       0.00000       0.00000      0.585935    
  0.144543E-03   4.84702      0.863250       1.31856      0.856508       1.31680      0.674150E-02  0.175572E-02   2.17331      0.739450      0.739068      0.577827      0.117059       0.00000       0.00000      0.577736    
  0.158489E-03   4.92788      0.852629       1.30040      0.845408       1.29851      0.722162E-02  0.189038E-02   2.14392      0.729379      0.728965      0.569640      0.116028       0.00000       0.00000      0.569547    
  0.173779E-03   5.00355      0.842030       1.28228      0.834307       1.28025      0.772344E-02  0.203204E-02   2.11456      0.719332      0.718884      0.561460      0.114975       0.00000       0.00000      0.561367    
  0.190545E-03   5.06947      0.831484       1.26424      0.823214       1.26205      0.826952E-02  0.218809E-02   2.08526      0.709331      0.708845      0.553300      0.113883       0.00000       0.00000      0.553206    
  0.208928E-03   5.12813      0.820993       1.24627      0.812138       1.24391      0.885476E-02  0.235716E-02   2.05605      0.699374      0.698847      0.545162      0.112765       0.00000       0.00000      0.545066    
  0.229085E-03   5.18210      0.810539       1.22835      0.801074       1.22582      0.946562E-02  0.253477E-02   2.02689      0.689444      0.688875      0.537037      0.111629       0.00000       0.00000      0.536941    
  0.251186E-03   5.22540      0.800198       1.21057      0.790052       1.20783      0.101453E-01  0.273580E-02   1.99789      0.679592      0.678974      0.528956      0.110461       0.00000       0.00000      0.528859    
  0.275420E-03   5.26434      0.789914       1.19285      0.779056       1.18991      0.108584E-01  0.294853E-02   1.96896      0.669776      0.669107      0.520896      0.109280       0.00000       0.00000      0.520799    
  0.301992E-03   5.29742      0.779709       1.17523      0.768093       1.17205      0.116167E-01  0.317697E-02   1.94015      0.660009      0.659285      0.512866      0.108084       0.00000       0.00000      0.512769    
  0.331127E-03   5.32258      0.769636       1.15775      0.757189       1.15432      0.124476E-01  0.343143E-02   1.91151      0.650318      0.649534      0.504885      0.106871       0.00000       0.00000      0.504788    
  0.363073E-03   5.34404      0.759632       1.14035      0.746316       1.13665      0.133163E-01  0.369957E-02   1.88297      0.640666      0.639818      0.496929      0.105650       0.00000       0.00000      0.496832    
  0.398101E-03   5.35867      0.749766       1.12309      0.735506       1.11910      0.142601E-01  0.399521E-02   1.85460      0.631090      0.630172      0.489023      0.104417       0.00000       0.00000      0.488926    
  0.436509E-03   5.36803      0.740028       1.10597      0.724755       1.10165      0.152732E-01  0.431693E-02   1.82640      0.621578      0.620585      0.481161      0.103176       0.00000       0.00000      0.481065    
  0.478622E-03   5.37406      0.730371       1.08892      0.714040       1.08427      0.163308E-01  0.465541E-02   1.79831      0.612108      0.611035      0.473328      0.101932       0.00000       0.00000      0.473233    
  0.524798E-03   5.37267      0.720927       1.07209      0.703421       1.06705      0.175053E-01  0.503899E-02   1.77047      0.602741      0.601579      0.465566      0.100681       0.00000       0.00000      0.465472    
  0.575429E-03   5.36811      0.711589       1.05536      0.692850       1.04991      0.187397E-01  0.544631E-02   1.74276      0.593422      0.592165      0.457838      0.994275E-01   0.00000       0.00000      0.457745    
  0.630945E-03   5.35954      0.702386       1.03875      0.682337       1.03287      0.200498E-01  0.588359E-02   1.71521      0.584164      0.582807      0.450153      0.981724E-01   0.00000       0.00000      0.450062    
  0.691816E-03   5.34533      0.693405       1.02235      0.671917       1.01598      0.214876E-01  0.637280E-02   1.68790      0.575001      0.573532      0.442536      0.969163E-01   0.00000       0.00000      0.442447    
  0.758561E-03   5.32856      0.684534       1.00605      0.661543      0.999162      0.229905E-01  0.688898E-02   1.66070      0.565883      0.564297      0.434951      0.956602E-01   0.00000       0.00000      0.434865    
  0.831745E-03   5.30715      0.675875      0.989938      0.651255      0.982480      0.246200E-01  0.745803E-02   1.63373      0.556850      0.555135      0.427428      0.944048E-01   0.00000       0.00000      0.427345    
  0.911989E-03   5.28201      0.667413      0.973995      0.641042      0.965916      0.263715E-01  0.807947E-02   1.60696      0.547891      0.546038      0.419958      0.931509E-01   0.00000       0.00000      0.419878    
  0.999975E-03   5.25459      0.659075      0.958157      0.630875      0.949423      0.281997E-01  0.873396E-02   1.58030      0.538978      0.536979      0.412522      0.918979E-01   0.00000       0.00000      0.412445    
  0.109645E-02   5.22217      0.651044      0.942574      0.620819      0.933099      0.302250E-01  0.947550E-02   1.55392      0.530171      0.528010      0.405162      0.906479E-01   0.00000       0.00000      0.405089    
  0.120223E-02   5.18752      0.643172      0.927118      0.610815      0.916853      0.323563E-01  0.102652E-01   1.52767      0.521416      0.519082      0.397840      0.893995E-01   0.00000       0.00000      0.397771    
  0.131822E-02   5.15023      0.635487      0.911813      0.600874      0.900701      0.346134E-01  0.111119E-01   1.50158      0.512721      0.510204      0.390561      0.881529E-01   0.00000       0.00000      0.390497    
  0.144540E-02   5.10907      0.628121      0.896755      0.591029      0.884692      0.370920E-01  0.120622E-01   1.47572      0.504120      0.501401      0.383351      0.869089E-01   0.00000       0.00000      0.383291    
  0.158485E-02   5.06619      0.620911      0.881813      0.581229      0.868748      0.396819E-01  0.130655E-01   1.44998      0.495563      0.492632      0.376171      0.856660E-01   0.00000       0.00000      0.376116    
  0.173775E-02   5.02027      0.613991      0.867089      0.571509      0.852919      0.424824E-01  0.141700E-01   1.42443      0.487084      0.483922      0.369047      0.844246E-01   0.00000       0.00000      0.368998    
  0.190540E-02   4.97182      0.607352      0.852567      0.561857      0.837188      0.454941E-01  0.153791E-01   1.39905      0.478674      0.475261      0.361970      0.831838E-01   0.00000       0.00000      0.361928    
  0.208923E-02   4.92186      0.600883      0.838168      0.552247      0.821515      0.486359E-01  0.166530E-01   1.37376      0.470304      0.466629      0.354923      0.819432E-01   0.00000       0.00000      0.354886    
  0.229079E-02   4.86866      0.594830      0.824060      0.542726      0.805966      0.521043E-01  0.180934E-01   1.34869      0.462024      0.458059      0.347937      0.807016E-01   0.00000       0.00000      0.347907    
  0.251180E-02   4.81394      0.589003      0.810103      0.533246      0.790473      0.557562E-01  0.196302E-01   1.32372      0.453788      0.449515      0.340980      0.794584E-01   0.00000       0.00000      0.340958    
  0.275413E-02   4.75754      0.583426      0.796316      0.523813      0.775042      0.596128E-01  0.212746E-01   1.29885      0.445600      0.441001      0.334056      0.782134E-01   0.00000       0.00000      0.334040    
  0.301984E-02   4.69856      0.578292      0.782820      0.514447      0.759698      0.638449E-01  0.231223E-01   1.27415      0.437485      0.432527      0.327178      0.769629E-01   0.00000       0.00000      0.327171    
  0.331118E-02   4.63847      0.573372      0.769461      0.505110      0.744388      0.682620E-01  0.250724E-01   1.24950      0.429401      0.424067      0.320321      0.757090E-01   0.00000       0.00000      0.320321    
  0.363064E-02   4.57643      0.568840      0.756349      0.495820      0.729137      0.730198E-01  0.272128E-01   1.22496      0.421372      0.415632      0.313496      0.744483E-01   0.00000       0.00000      0.313505    
  0.398091E-02   4.51269      0.564699      0.743481      0.486567      0.713924      0.781319E-01  0.295573E-01   1.20049      0.413388      0.407210      0.306697      0.731787E-01   0.00000       0.00000      0.306714    
  0.436498E-02   4.44796      0.560792      0.730757      0.477334      0.698731      0.834578E-01  0.320260E-01   1.17607      0.405430      0.398794      0.299912      0.719036E-01   0.00000       0.00000      0.299938    
  0.478610E-02   4.38113      0.557441      0.718373      0.468136      0.683568      0.893052E-01  0.348049E-01   1.15170      0.397523      0.390382      0.293151      0.706129E-01   0.00000       0.00000      0.293186    
  0.524785E-02   4.31324      0.554406      0.706178      0.458949      0.668408      0.954570E-01  0.377707E-01   1.12736      0.389637      0.381965      0.286399      0.693120E-01   0.00000       0.00000      0.286443    
  0.575415E-02   4.24425      0.551701      0.694182      0.449773      0.653249      0.101928      0.409327E-01   1.10302      0.381773      0.373541      0.279654      0.680004E-01   0.00000       0.00000      0.279708    
