   4.00000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   2.72915      0.775132       1.26769      0.770441       1.26641      0.469066E-02  0.128122E-02   2.03685      0.719314      0.719020      0.547463      0.511271E-01   0.00000       0.00000      0.547393    
  0.109648E-03   2.87943      0.766849       1.25167      0.761831       1.25029      0.501730E-02  0.137663E-02   2.01212      0.710241      0.709923      0.540440      0.515903E-01   0.00000       0.00000      0.540368    
  0.120226E-03   3.01503      0.758556       1.23567      0.753174       1.23419      0.538182E-02  0.148464E-02   1.98736      0.701199      0.700854      0.533409      0.519749E-01   0.00000       0.00000      0.533336    
  0.131825E-03   3.14489      0.750269       1.21970      0.744505       1.21811      0.576390E-02  0.159862E-02   1.96261      0.692175      0.691801      0.526379      0.523304E-01   0.00000       0.00000      0.526305    
  0.144543E-03   3.26655      0.741990       1.20377      0.735819       1.20205      0.617111E-02  0.172113E-02   1.93787      0.683175      0.682771      0.519352      0.526441E-01   0.00000       0.00000      0.519276    
  0.158489E-03   3.37752      0.733740       1.18789      0.727123       1.18603      0.661718E-02  0.185711E-02   1.91316      0.674216      0.673778      0.512334      0.529064E-01   0.00000       0.00000      0.512257    
  0.173779E-03   3.48337      0.725508       1.17205      0.718425       1.17005      0.708370E-02  0.200028E-02   1.88848      0.665280      0.664806      0.505323      0.531448E-01   0.00000       0.00000      0.505245    
  0.190545E-03   3.57956      0.717321       1.15628      0.709729       1.15413      0.759198E-02  0.215825E-02   1.86385      0.656389      0.655876      0.498329      0.533392E-01   0.00000       0.00000      0.498250    
  0.208928E-03   3.66855      0.709180       1.14059      0.701043       1.13826      0.813725E-02  0.232961E-02   1.83930      0.647540      0.646983      0.491353      0.535027E-01   0.00000       0.00000      0.491273    
  0.229085E-03   3.75288      0.701070       1.12493      0.692363       1.12242      0.870671E-02  0.250975E-02   1.81479      0.638717      0.638116      0.484388      0.536462E-01   0.00000       0.00000      0.484308    
  0.251186E-03   3.82656      0.693053       1.10940      0.683711       1.10669      0.934126E-02  0.271400E-02   1.79040      0.629965      0.629313      0.477459      0.537465E-01   0.00000       0.00000      0.477378    
  0.275420E-03   3.89586      0.685084       1.09394      0.675076       1.09101      0.100076E-01  0.293029E-02   1.76608      0.621246      0.620541      0.470547      0.538302E-01   0.00000       0.00000      0.470466    
  0.301992E-03   3.95929      0.677180       1.07855      0.666463       1.07539      0.107166E-01  0.316276E-02   1.74185      0.612572      0.611809      0.463660      0.538914E-01   0.00000       0.00000      0.463579    
  0.331127E-03   4.01475      0.669385       1.06329      0.657890       1.05987      0.114947E-01  0.342202E-02   1.71776      0.603966      0.603140      0.456811      0.539239E-01   0.00000       0.00000      0.456730    
