   10.0000000             101          15   9.99999975E-05  0.999899983    
            x          g             U             D          Ubar          Dbar         u_val         d_val           sea         u_sea         d_sea           str           chm           bot               ph         strbar
  0.100000E-03   10.0356       1.34451       1.82470       1.33824       1.82271      0.626971E-02  0.199449E-02   3.16095      0.995936      0.995569      0.827261      0.342306       0.00000       0.00000      0.827142    
  0.109648E-03   10.0421       1.32464       1.79712       1.31796       1.79499      0.668575E-02  0.213177E-02   3.11295      0.981083      0.980686      0.814425      0.336873       0.00000       0.00000      0.814303    
  0.120226E-03   10.0334       1.30481       1.76962       1.29767       1.76733      0.714766E-02  0.228577E-02   3.06500      0.966282      0.965852      0.801602      0.331383       0.00000       0.00000      0.801478    
  0.131825E-03   10.0188       1.28502       1.74216       1.27739       1.73972      0.763071E-02  0.244761E-02   3.01710      0.951511      0.951046      0.788794      0.325877       0.00000       0.00000      0.788669    
  0.144543E-03   9.99600       1.26528       1.71478       1.25713       1.71216      0.814402E-02  0.262066E-02   2.96929      0.936784      0.936282      0.776007      0.320348       0.00000       0.00000      0.775880    
  0.158489E-03   9.96252       1.24564       1.68754       1.23694       1.68473      0.870388E-02  0.281127E-02   2.92166      0.922133      0.921589      0.763265      0.314803       0.00000       0.00000      0.763137    
  0.173779E-03   9.92401       1.22606       1.66037       1.21678       1.65736      0.928816E-02  0.301118E-02   2.87413      0.907523      0.906936      0.750550      0.309253       0.00000       0.00000      0.750421    
  0.190545E-03   9.87610       1.20662       1.63336       1.19670       1.63013      0.992218E-02  0.323020E-02   2.82683      0.893000      0.892364      0.737893      0.303700       0.00000       0.00000      0.737762    
  0.208928E-03   9.82137       1.18731       1.60649       1.17671       1.60303      0.106000E-01  0.346637E-02   2.77974      0.878555      0.877868      0.725291      0.298154       0.00000       0.00000      0.725159    
  0.229085E-03   9.76221       1.16808       1.57973       1.15677       1.57601      0.113065E-01  0.371376E-02   2.73279      0.864162      0.863420      0.712725      0.292613       0.00000       0.00000      0.712593    
  0.251186E-03   9.69322       1.14909       1.55322       1.13700       1.54923      0.120897E-01  0.399174E-02   2.68623      0.849905      0.849102      0.700262      0.287095       0.00000       0.00000      0.700129    
  0.275420E-03   9.62030       1.13022       1.52685       1.11731       1.52256      0.129102E-01  0.428485E-02   2.63987      0.835714      0.834846      0.687849      0.281594       0.00000       0.00000      0.687716    
  0.301992E-03   9.54211       1.11150       1.50064       1.09772       1.49604      0.137807E-01  0.459833E-02   2.59377      0.821610      0.820674      0.675503      0.276113       0.00000       0.00000      0.675370    
  0.331127E-03   9.45697       1.09305       1.47471       1.07831       1.46976      0.147316E-01  0.494518E-02   2.54808      0.807642      0.806630      0.663263      0.270672       0.00000       0.00000      0.663131    
  0.363073E-03   9.36865       1.07472       1.44891       1.05900       1.44360      0.157241E-01  0.530952E-02   2.50259      0.793743      0.792651      0.651078      0.265252       0.00000       0.00000      0.650947    
  0.398101E-03   9.27451       1.05665       1.42338       1.03985       1.41767      0.167994E-01  0.570887E-02   2.45752      0.779977      0.778797      0.638999      0.259876       0.00000       0.00000      0.638869    
  0.436509E-03   9.17601       1.03882       1.39808       1.02087       1.39194      0.179507E-01  0.614112E-02   2.41280      0.766326      0.765052      0.627014      0.254542       0.00000       0.00000      0.626885    
  0.478622E-03   9.07479       1.02113       1.37293       1.00198       1.36634      0.191508E-01  0.659451E-02   2.36832      0.752748      0.751375      0.615089      0.249234       0.00000       0.00000      0.614961    
  0.524798E-03   8.96767       1.00383       1.34816      0.983347       1.34105      0.204785E-01  0.710431E-02   2.32440      0.739351      0.737868      0.603311      0.243996       0.00000       0.00000      0.603186    
  0.575429E-03   8.85812      0.986704       1.32357      0.964833       1.31592      0.218715E-01  0.764354E-02   2.28075      0.726040      0.724440      0.591604      0.238793       0.00000       0.00000      0.591482    
  0.630945E-03   8.74551      0.969817       1.29920      0.946470       1.29098      0.233468E-01  0.821993E-02   2.23745      0.712837      0.711113      0.579986      0.233633       0.00000       0.00000      0.579867    
  0.691816E-03   8.62878      0.953306       1.27519      0.928345       1.26633      0.249603E-01  0.886013E-02   2.19468      0.699801      0.697940      0.568508      0.228544       0.00000       0.00000      0.568392    
  0.758561E-03   8.51024      0.936980       1.25136      0.910336       1.24182      0.266443E-01  0.953327E-02   2.15216      0.686846      0.684841      0.557096      0.223490       0.00000       0.00000      0.556984    
  0.831745E-03   8.38847      0.921007       1.22785      0.892543       1.21758      0.284646E-01  0.102708E-01   2.11013      0.674042      0.671881      0.545810      0.218501       0.00000       0.00000      0.545702    
  0.911989E-03   8.26427      0.905356       1.20464      0.874940       1.19357      0.304159E-01  0.110716E-01   2.06851      0.661369      0.659039      0.534634      0.213571       0.00000       0.00000      0.534531    
  0.999975E-03   8.13858      0.889906       1.18161      0.857456       1.16970      0.324495E-01  0.119121E-01   2.02716      0.648778      0.646272      0.523527      0.208678       0.00000       0.00000      0.523429    
  0.109645E-02   8.00985      0.874945       1.15902      0.840252       1.14616      0.346936E-01  0.128568E-01   1.98642      0.636380      0.633676      0.512580      0.203872       0.00000       0.00000      0.512488    
  0.120223E-02   7.87985      0.860233       1.13665      0.823182       1.12279      0.370505E-01  0.138584E-01   1.94597      0.624073      0.621162      0.501710      0.199109       0.00000       0.00000      0.501624    
